observation_id,timestamp,simulation_time_sec,train_id,route_id,data_source,data_quality_status,latitude,longitude,current_position_km,current_speed_kmph,current_speed_mps,target_speed_kmph,current_acceleration_mps2,braking_distance_m,section_speed_limit_kmph,restriction_speed_kmph,approach_speed_kmph,current_section_id,current_station_id,previous_station_id,next_station_id,distance_to_next_station_km,distance_to_destination_km,movement_state,station_event,actual_arrival_time,actual_departure_time,actual_dwell_min,current_delay_min,arrival_delay_min,departure_delay_min,signal_state,congestion_level,fog_active,fog_visibility_km,unscheduled_halt,active_event_ids
OBS_000085,7:27:00,2520,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72,0,0,0,0,0,110,,0,,MTC,MTC,MOZ,56,242,DWELLING,,,,,-35.27,,,GREEN,NONE,FALSE,,FALSE,
OBS_000086,7:27:30,2550,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72,0,0,0,0,0,110,,0,,MTC,MTC,MOZ,56,242,DWELLING,,,,,-34.77,,,GREEN,NONE,FALSE,,FALSE,
OBS_000087,7:28:00,2580,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72,0,0,0,0,0,110,,0,,MTC,MTC,MOZ,56,242,DWELLING,,,,,-34.27,,,GREEN,NONE,FALSE,,FALSE,
OBS_000088,7:28:30,2610,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72,0,0,0,0,0,110,,0,,MTC,MTC,MOZ,56,242,DWELLING,,,,,-33.77,,,GREEN,NONE,FALSE,,FALSE,
OBS_000089,7:29:00,2640,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72,0,0,0,0,0,110,,0,,MTC,MTC,MOZ,56,242,DWELLING,,,,,-33.27,,,GREEN,NONE,FALSE,,FALSE,
OBS_000090,7:29:30,2670,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.675,54,15,104.5,0.5,187.5,110,,933.23,SEC_MTC_MOZ,MTC,MTC,MOZ,55.325,241.325,ACCELERATING,DEPARTED,,7:29:30,3,-33.5,,-28.5,GREEN,NONE,FALSE,,FALSE,
OBS_000091,7:30:00,2700,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.99558,77.70085,73.771,104.5,29.03,104.5,0.5,702.2,110,,927.59,SEC_MTC_MOZ,,MTC,MOZ,54.229,240.229,ACCELERATING,,,,,-34.17,,,GREEN,NONE,FALSE,,FALSE,
OBS_000092,7:30:30,2730,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.003242,77.700973,74.642,104.5,29.03,104.5,0,702.2,110,,918.35,SEC_MTC_MOZ,,MTC,MOZ,53.358,239.358,CRUISING,,,,,-34.61,,,GREEN,NONE,FALSE,,FALSE,
OBS_000093,7:31:00,2760,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.010904,77.701096,75.512,104.5,29.03,104.5,0,702.2,110,,910.95,SEC_MTC_MOZ,,MTC,MOZ,52.488,238.488,CRUISING,,,,,-35.04,,,GREEN,NONE,FALSE,,FALSE,
OBS_000094,7:31:30,2790,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.018566,77.701218,76.383,104.5,29.03,104.5,0,702.2,110,,903.49,SEC_MTC_MOZ,,MTC,MOZ,51.617,237.617,CRUISING,,,,,-35.48,,,GREEN,NONE,FALSE,,FALSE,
OBS_000095,7:32:00,2820,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.026227,77.701341,77.254,104.5,29.03,104.5,0,702.2,110,,895.96,SEC_MTC_MOZ,,MTC,MOZ,50.746,236.746,CRUISING,,,,,-35.91,,,GREEN,NONE,FALSE,,FALSE,
OBS_000096,7:32:30,2850,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.033889,77.701464,78.125,104.5,29.03,104.5,0,702.2,110,,888.37,SEC_MTC_MOZ,,MTC,MOZ,49.875,235.875,CRUISING,,,,,-36.35,,,GREEN,NONE,FALSE,,FALSE,
OBS_000097,7:33:00,2880,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.041551,77.701587,78.996,104.5,29.03,104.5,0,702.2,110,,880.71,SEC_MTC_MOZ,,MTC,MOZ,49.004,235.004,CRUISING,,,,,-36.78,,,GREEN,NONE,FALSE,,FALSE,
OBS_000098,7:33:30,2910,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.049213,77.70171,79.867,104.5,29.03,104.5,0,702.2,110,,872.99,SEC_MTC_MOZ,,MTC,MOZ,48.133,234.133,CRUISING,,,,,-37.22,,,GREEN,NONE,FALSE,,FALSE,
OBS_000099,7:34:00,2940,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.056874,77.701833,80.737,104.5,29.03,104.5,0,702.2,110,,865.2,SEC_MTC_MOZ,,MTC,MOZ,47.263,233.263,CRUISING,,,,,-37.65,,,GREEN,NONE,FALSE,,FALSE,
OBS_000100,7:34:30,2970,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.064536,77.701955,81.608,104.5,29.03,104.5,0,702.2,110,,857.34,SEC_MTC_MOZ,,MTC,MOZ,46.392,232.392,CRUISING,,,,,-38.09,,,GREEN,NONE,FALSE,,FALSE,
OBS_000101,7:35:00,3000,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.072198,77.702078,82.479,104.5,29.03,104.5,0,702.2,110,,849.4,SEC_MTC_MOZ,,MTC,MOZ,45.521,231.521,CRUISING,,,,,-38.52,,,GREEN,NONE,FALSE,,FALSE,
OBS_000102,7:35:30,3030,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.07986,77.702201,83.35,104.5,29.03,104.5,0,702.2,110,,841.39,SEC_MTC_MOZ,,MTC,MOZ,44.65,230.65,CRUISING,,,,,-38.96,,,GREEN,NONE,FALSE,,FALSE,
OBS_000103,7:36:00,3060,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.087522,77.702324,84.221,104.5,29.03,104.5,0,702.2,110,,833.3,SEC_MTC_MOZ,,MTC,MOZ,43.779,229.779,CRUISING,,,,,-39.39,,,GREEN,NONE,FALSE,,FALSE,
OBS_000104,7:36:30,3090,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.095183,77.702447,85.092,104.5,29.03,104.5,0,702.2,110,,825.14,SEC_MTC_MOZ,,MTC,MOZ,42.908,228.908,CRUISING,,,,,-39.82,,,GREEN,NONE,FALSE,,FALSE,
OBS_000105,7:37:00,3120,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.102845,77.70257,85.962,104.5,29.03,104.5,0,702.2,110,,816.89,SEC_MTC_MOZ,,MTC,MOZ,42.038,228.038,CRUISING,,,,,-40.26,,,GREEN,NONE,FALSE,,FALSE,
OBS_000106,7:37:30,3150,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.110507,77.702693,86.833,104.5,29.03,104.5,0,702.2,110,,808.56,SEC_MTC_MOZ,,MTC,MOZ,41.167,227.167,CRUISING,,,,,-40.69,,,GREEN,NONE,FALSE,,FALSE,
OBS_000107,7:38:00,3180,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.118169,77.702815,87.704,104.5,29.03,104.5,0,702.2,110,,800.14,SEC_MTC_MOZ,,MTC,MOZ,40.296,226.296,CRUISING,,,,,-41.13,,,GREEN,NONE,FALSE,,FALSE,
OBS_000108,7:38:30,3210,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.12583,77.702938,88.575,104.5,29.03,104.5,0,702.2,110,,791.63,SEC_MTC_MOZ,,MTC,MOZ,39.425,225.425,CRUISING,,,,,-41.56,,,GREEN,NONE,FALSE,,FALSE,
OBS_000109,7:39:00,3240,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.133492,77.703061,89.446,104.5,29.03,104.5,0,702.2,110,,783.03,SEC_MTC_MOZ,,MTC,MOZ,38.554,224.554,CRUISING,,,,,-42,,,GREEN,NONE,FALSE,,FALSE,
OBS_000110,7:39:30,3270,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.141154,77.703184,90.317,104.5,29.03,104.5,0,702.2,110,,774.33,SEC_MTC_MOZ,,MTC,MOZ,37.683,223.683,CRUISING,,,,,-42.43,,,GREEN,NONE,FALSE,,FALSE,
OBS_000111,7:40:00,3300,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.148816,77.703307,91.187,104.5,29.03,104.5,0,702.2,110,,765.54,SEC_MTC_MOZ,,MTC,MOZ,36.813,222.813,CRUISING,,,,,-42.87,,,GREEN,NONE,FALSE,,FALSE,
OBS_000112,7:40:30,3330,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.156478,77.70343,92.058,104.5,29.03,104.5,0,702.2,110,,756.64,SEC_MTC_MOZ,,MTC,MOZ,35.942,221.942,CRUISING,,,,,-43.3,,,GREEN,NONE,FALSE,,FALSE,
OBS_000113,7:41:00,3360,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.164139,77.703553,92.929,104.5,29.03,104.5,0,702.2,110,,747.64,SEC_MTC_MOZ,,MTC,MOZ,35.071,221.071,CRUISING,,,,,-43.74,,,GREEN,NONE,FALSE,,FALSE,
OBS_000114,7:41:30,3390,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.171801,77.703675,93.8,104.5,29.03,104.5,0,702.2,110,,738.53,SEC_MTC_MOZ,,MTC,MOZ,34.2,220.2,CRUISING,,,,,-44.17,,,GREEN,NONE,FALSE,,FALSE,
OBS_000115,7:42:00,3420,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.179463,77.703798,94.671,104.5,29.03,104.5,0,702.2,110,,729.3,SEC_MTC_MOZ,,MTC,MOZ,33.329,219.329,CRUISING,,,,,-44.61,,,GREEN,NONE,FALSE,,FALSE,
OBS_000116,7:42:30,3450,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.187125,77.703921,95.542,104.5,29.03,104.5,0,702.2,110,,719.95,SEC_MTC_MOZ,,MTC,MOZ,32.458,218.458,CRUISING,,,,,-45.04,,,GREEN,NONE,FALSE,,FALSE,
OBS_000117,7:43:00,3480,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.194786,77.704044,96.412,104.5,29.03,104.5,0,702.2,110,,710.49,SEC_MTC_MOZ,,MTC,MOZ,31.588,217.588,CRUISING,,,,,-45.47,,,GREEN,NONE,FALSE,,FALSE,
OBS_000118,7:43:30,3510,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.202448,77.704167,97.283,104.5,29.03,104.5,0,702.2,110,,700.89,SEC_MTC_MOZ,,MTC,MOZ,30.717,216.717,CRUISING,,,,,-45.91,,,GREEN,NONE,FALSE,,FALSE,
OBS_000119,7:44:00,3540,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.21011,77.70429,98.154,104.5,29.03,104.5,0,702.2,110,,691.16,SEC_MTC_MOZ,,MTC,MOZ,29.846,215.846,CRUISING,,,,,-46.34,,,GREEN,NONE,FALSE,,FALSE,
OBS_000120,7:44:30,3570,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.217772,77.704412,99.025,104.5,29.03,104.5,0,702.2,110,,681.29,SEC_MTC_MOZ,,MTC,MOZ,28.975,214.975,CRUISING,,,,,-46.78,,,GREEN,NONE,FALSE,,FALSE,
OBS_000121,7:45:00,3600,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.225434,77.704535,99.896,104.5,29.03,104.5,0,702.2,110,,671.28,SEC_MTC_MOZ,,MTC,MOZ,28.104,214.104,CRUISING,,,,,-47.21,,,GREEN,NONE,FALSE,,FALSE,
OBS_000122,7:45:30,3630,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.233095,77.704658,100.767,104.5,29.03,104.5,0,702.2,110,,661.12,SEC_MTC_MOZ,,MTC,MOZ,27.233,213.233,CRUISING,,,,,-47.65,,,GREEN,NONE,FALSE,,FALSE,
OBS_000123,7:46:00,3660,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.240757,77.704781,101.637,104.5,29.03,104.5,0,702.2,110,,650.79,SEC_MTC_MOZ,,MTC,MOZ,26.363,212.363,CRUISING,,,,,-48.08,,,GREEN,NONE,FALSE,,FALSE,
OBS_000124,7:46:30,3690,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.248419,77.704904,102.508,104.5,29.03,104.5,0,702.2,110,,640.3,SEC_MTC_MOZ,,MTC,MOZ,25.492,211.492,CRUISING,,,,,-48.52,,,GREEN,NONE,FALSE,,FALSE,
OBS_000125,7:47:00,3720,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.256081,77.705027,103.379,104.5,29.03,104.5,0,702.2,110,,629.64,SEC_MTC_MOZ,,MTC,MOZ,24.621,210.621,CRUISING,,,,,-48.95,,,GREEN,NONE,FALSE,,FALSE,
OBS_000126,7:47:30,3750,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.263742,77.70515,104.25,104.5,29.03,104.5,0,702.2,110,,618.79,SEC_MTC_MOZ,,MTC,MOZ,23.75,209.75,CRUISING,,,,,-49.39,,,GREEN,NONE,FALSE,,FALSE,
OBS_000127,7:48:00,3780,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.271404,77.705272,105.121,104.5,29.03,104.5,0,702.2,110,,607.75,SEC_MTC_MOZ,,MTC,MOZ,22.879,208.879,CRUISING,,,,,-49.82,,,GREEN,NONE,FALSE,,FALSE,
OBS_000128,7:48:30,3810,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.279066,77.705395,105.992,104.5,29.03,104.5,0,702.2,110,,596.5,SEC_MTC_MOZ,,MTC,MOZ,22.008,208.008,CRUISING,,,,,-50.26,,,GREEN,NONE,FALSE,,FALSE,
OBS_000129,7:49:00,3840,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.286728,77.705518,106.862,104.5,29.03,104.5,0,702.2,110,,585.04,SEC_MTC_MOZ,,MTC,MOZ,21.138,207.138,CRUISING,,,,,-50.69,,,GREEN,NONE,FALSE,,FALSE,
OBS_000130,7:49:30,3870,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.29439,77.705641,107.733,104.5,29.03,104.5,0,702.2,110,,573.35,SEC_MTC_MOZ,,MTC,MOZ,20.267,206.267,CRUISING,,,,,-51.12,,,GREEN,NONE,FALSE,,FALSE,
OBS_000131,7:50:00,3900,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.302051,77.705764,108.604,104.5,29.03,104.5,0,702.2,110,,561.42,SEC_MTC_MOZ,,MTC,MOZ,19.396,205.396,CRUISING,,,,,-51.56,,,GREEN,NONE,FALSE,,FALSE,
OBS_000132,7:50:30,3930,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.309713,77.705887,109.475,104.5,29.03,104.5,0,702.2,110,,549.22,SEC_MTC_MOZ,,MTC,MOZ,18.525,204.525,CRUISING,,,,,-51.99,,,GREEN,NONE,FALSE,,FALSE,
OBS_000133,7:51:00,3960,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.317375,77.70601,110.346,104.5,29.03,104.5,0,702.2,110,,536.75,SEC_MTC_MOZ,,MTC,MOZ,17.654,203.654,CRUISING,,,,,-52.43,,,GREEN,NONE,FALSE,,FALSE,
OBS_000134,7:51:30,3990,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.325037,77.706132,111.217,104.5,29.03,104.5,0,702.2,110,,523.98,SEC_MTC_MOZ,,MTC,MOZ,16.783,202.783,CRUISING,,,,,-52.86,,,GREEN,NONE,FALSE,,FALSE,
OBS_000135,7:52:00,4020,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.332698,77.706255,112.087,104.5,29.03,104.5,0,702.2,110,,510.9,SEC_MTC_MOZ,,MTC,MOZ,15.913,201.913,CRUISING,,,,,-53.3,,,GREEN,NONE,FALSE,,FALSE,
OBS_000136,7:52:30,4050,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.34036,77.706378,112.958,104.5,29.03,104.5,0,702.2,110,,497.46,SEC_MTC_MOZ,,MTC,MOZ,15.042,201.042,CRUISING,,,,,-53.73,,,GREEN,NONE,FALSE,,FALSE,
OBS_000137,7:53:00,4080,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.348022,77.706501,113.829,104.5,29.03,104.5,0,702.2,110,,483.66,SEC_MTC_MOZ,,MTC,MOZ,14.171,200.171,CRUISING,,,,,-54.17,,,GREEN,NONE,FALSE,,FALSE,
OBS_000138,7:53:30,4110,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.355684,77.706624,114.7,104.5,29.03,104.5,0,702.2,110,,469.45,SEC_MTC_MOZ,,MTC,MOZ,13.3,199.3,CRUISING,,,,,-54.6,,,GREEN,NONE,FALSE,,FALSE,
OBS_000139,7:54:00,4140,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.363346,77.706747,115.571,104.5,29.03,104.5,0,702.2,110,,454.8,SEC_MTC_MOZ,,MTC,MOZ,12.429,198.429,CRUISING,,,,,-55.04,,,GREEN,NONE,FALSE,,FALSE,
OBS_000140,7:54:30,4170,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.371007,77.706869,116.442,104.5,29.03,104.5,0,702.2,110,,439.66,SEC_MTC_MOZ,,MTC,MOZ,11.558,197.558,CRUISING,,,,,-55.47,,,GREEN,NONE,FALSE,,FALSE,
OBS_000141,7:55:00,4200,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.378669,77.706992,117.312,104.5,29.03,104.5,0,702.2,110,,423.98,SEC_MTC_MOZ,,MTC,MOZ,10.688,196.688,CRUISING,,,,,-55.91,,,GREEN,NONE,FALSE,,FALSE,
OBS_000142,7:55:30,4230,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.386331,77.707115,118.183,104.5,29.03,104.5,0,702.2,110,,407.69,SEC_MTC_MOZ,,MTC,MOZ,9.817,195.817,CRUISING,,,,,-56.34,,,GREEN,NONE,FALSE,,FALSE,
OBS_000143,7:56:00,4260,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.393993,77.707238,119.054,104.5,29.03,104.5,0,702.2,110,,390.73,SEC_MTC_MOZ,,MTC,MOZ,8.946,194.946,CRUISING,,,,,-56.77,,,GREEN,NONE,FALSE,,FALSE,
OBS_000144,7:56:30,4290,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.401654,77.707361,119.925,104.5,29.03,104.5,0,702.2,110,,373,SEC_MTC_MOZ,,MTC,MOZ,8.075,194.075,CRUISING,,,,,-57.21,,,GREEN,NONE,FALSE,,FALSE,
OBS_000145,7:57:00,4320,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.409316,77.707484,120.796,104.5,29.03,104.5,0,702.2,110,,354.38,SEC_MTC_MOZ,,MTC,MOZ,7.204,193.204,CRUISING,,,,,-57.64,,,GREEN,NONE,FALSE,,FALSE,
OBS_000146,7:57:30,4350,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.416978,77.707607,121.667,104.5,29.03,104.5,0,702.2,110,,334.72,SEC_MTC_MOZ,,MTC,MOZ,6.333,192.333,CRUISING,,,,,-58.08,,,GREEN,NONE,FALSE,,FALSE,
OBS_000147,7:58:00,4380,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.42464,77.707729,122.537,104.5,29.03,104.5,0,702.2,110,,313.84,SEC_MTC_MOZ,,MTC,MOZ,5.463,191.463,CRUISING,,,,,-58.51,,,GREEN,NONE,FALSE,,FALSE,
OBS_000148,7:58:30,4410,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.432302,77.707852,123.408,104.5,29.03,104.5,0,702.2,110,,291.47,SEC_MTC_MOZ,,MTC,MOZ,4.592,190.592,CRUISING,,,,,-58.95,,,GREEN,NONE,FALSE,,FALSE,
OBS_000149,7:59:00,4440,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.439963,77.707975,124.279,104.5,29.03,104.5,0,702.2,110,,267.23,SEC_MTC_MOZ,,MTC,MOZ,3.721,189.721,CRUISING,,,,,-59.38,,,GREEN,NONE,FALSE,,FALSE,
OBS_000150,7:59:30,4470,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.447625,77.708098,125.15,104.5,29.03,104.5,0,702.2,110,,240.55,SEC_MTC_MOZ,,MTC,MOZ,2.85,188.85,CRUISING,,,,,-59.82,,,GREEN,NONE,FALSE,,FALSE,
OBS_000151,8:00:00,4500,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.455287,77.708221,126.021,104.5,29.03,104.5,0,702.2,110,,210.53,SEC_MTC_MOZ,,MTC,MOZ,1.979,187.979,CRUISING,,,,,-60.25,,,GREEN,NONE,FALSE,,FALSE,
OBS_000152,8:00:30,4530,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.462949,77.708344,126.892,104.5,29.03,104.5,0,702.2,110,,175.44,SEC_MTC_MOZ,,MTC,MOZ,1.108,187.108,CRUISING,,,,,-60.69,,,GREEN,NONE,FALSE,,FALSE,
OBS_000153,8:01:00,4560,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.47061,77.708466,127.762,104.5,29.03,104.5,0,702.2,110,,131.29,SEC_MTC_MOZ,,MTC,MOZ,0.238,186.238,CRUISING,,,,,-61.12,,,GREEN,NONE,FALSE,,FALSE,
OBS_000154,8:01:30,4590,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.471146,77.708475,127.823,39.7,11.03,60.77,-0.6,101.3,110,,60.77,SEC_MTC_MOZ,,MTC,MOZ,0.177,186.177,DECELERATING,,,,,-60.69,,,GREEN,NONE,FALSE,,FALSE,
OBS_000155,8:02:00,4620,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.4727,77.7085,128,0,0,52.42,0,0,110,,52.42,SEC_MTC_MOZ,MOZ,MOZ,SRE,59,186,DWELLING,ARRIVED,8:02:00,,,-60.38,-41,,GREEN,NONE,FALSE,,FALSE,
OBS_000156,8:02:30,4650,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.4727,77.7085,128,0,0,0,0,0,100,,0,,MOZ,MOZ,SRE,59,186,DWELLING,,,,,-59.88,,,GREEN,NONE,FALSE,,FALSE,
OBS_000157,8:03:00,4680,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.4727,77.7085,128,0,0,0,0,0,100,,0,,MOZ,MOZ,SRE,59,186,DWELLING,,,,,-59.38,,,GREEN,NONE,FALSE,,FALSE,
OBS_000158,8:03:30,4710,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.4727,77.7085,128,0,0,0,0,0,100,,0,,MOZ,MOZ,SRE,59,186,DWELLING,,,,,-58.88,,,GREEN,NONE,FALSE,,FALSE,
OBS_000159,8:04:00,4740,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.4727,77.7085,128.675,54,15,95,0.5,187.5,100,,957.9,SEC_MOZ_SRE,MOZ,MOZ,SRE,58.325,185.325,ACCELERATING,DEPARTED,,8:04:00,2,-59.1,,-41,GREEN,NONE,FALSE,,FALSE,
OBS_000160,8:04:30,4770,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.486787,77.703841,129.692,95,26.39,95,0.5,580.3,100,,952.4,SEC_MOZ_SRE,,MOZ,SRE,57.308,184.308,ACCELERATING,,,,,-59.69,,,GREEN,NONE,FALSE,,FALSE,
OBS_000161,8:05:00,4800,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.493379,77.70166,130.483,95,26.39,95,0,580.3,100,,944.07,SEC_MOZ_SRE,,MOZ,SRE,56.517,183.517,CRUISING,,,,,-60.04,,,GREEN,NONE,FALSE,,FALSE,
OBS_000162,8:05:30,4830,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.499971,77.69948,131.275,95,26.39,95,0,580.3,100,,937.52,SEC_MOZ_SRE,,MOZ,SRE,55.725,182.725,CRUISING,,,,,-60.39,,,GREEN,NONE,FALSE,,FALSE,
OBS_000163,8:06:00,4860,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.506564,77.697299,132.067,95,26.39,95,0,580.3,100,,930.93,SEC_MOZ_SRE,,MOZ,SRE,54.933,181.933,CRUISING,,,,,-60.74,,,GREEN,NONE,FALSE,,FALSE,
OBS_000164,8:06:30,4890,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.513156,77.695119,132.858,95,26.39,95,0,580.3,100,,924.3,SEC_MOZ_SRE,,MOZ,SRE,54.142,181.142,CRUISING,,,,,-61.09,,,GREEN,NONE,FALSE,,FALSE,
OBS_000165,8:07:00,4920,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.519748,77.692939,133.65,95,26.39,95,0,580.3,100,,917.61,SEC_MOZ_SRE,,MOZ,SRE,53.35,180.35,CRUISING,,,,,-61.44,,,GREEN,NONE,FALSE,,FALSE,
OBS_000166,8:07:30,4950,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.526341,77.690758,134.442,95,26.39,95,0,580.3,100,,910.88,SEC_MOZ_SRE,,MOZ,SRE,52.558,179.558,CRUISING,,,,,-61.79,,,GREEN,NONE,FALSE,,FALSE,
OBS_000167,8:08:00,4980,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.532933,77.688578,135.233,95,26.39,95,0,580.3,100,,904.09,SEC_MOZ_SRE,,MOZ,SRE,51.767,178.767,CRUISING,,,,,-62.14,,,GREEN,NONE,FALSE,,FALSE,
OBS_000168,8:08:30,5010,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.539525,77.686397,136.025,95,26.39,95,0,580.3,100,,897.26,SEC_MOZ_SRE,,MOZ,SRE,50.975,177.975,CRUISING,,,,,-62.49,,,GREEN,NONE,FALSE,,FALSE,
