observation_id,timestamp,elapsed_min,latitude,longitude,position_accuracy_m,speed_kmph,current_section_id,current_station_id,distance_from_origin_km,distance_to_next_station_km,distance_to_destination_km,current_delay_min,station_event,signal_status,congestion_level
OBS_00188,8:18:30,93.5,29.664255,77.645142,6.2,94.6,SEC_MOZ_SRE,,151,36,163,-46.77,,CLEAR,LOW
OBS_00189,8:19:00,94,29.670773,77.642986,5.8,93.9,SEC_MOZ_SRE,,151.79,35.21,162.21,-46.96,,CLEAR,LOW
OBS_00190,8:19:30,94.5,29.67737,77.640804,5.2,95.1,SEC_MOZ_SRE,,152.58,34.42,161.42,-47.16,,CLEAR,LOW
OBS_00191,8:20:00,95,29.683993,77.638614,4.8,95.4,SEC_MOZ_SRE,,153.37,33.63,160.63,-47.36,,CLEAR,LOW
OBS_00192,8:20:30,95.5,29.690668,77.636406,4,96.2,SEC_MOZ_SRE,,154.18,32.82,159.82,-47.57,,CLEAR,LOW
OBS_00193,8:21:00,96,29.697428,77.63417,5.6,97.4,SEC_MOZ_SRE,,154.99,32.01,159.01,-47.79,,CLEAR,LOW
OBS_00194,8:21:30,96.5,29.704107,77.631961,6.2,96.3,SEC_MOZ_SRE,,155.79,31.21,158.21,-47.99,,CLEAR,LOW
OBS_00195,8:22:00,97,29.710767,77.629758,5.1,96,SEC_MOZ_SRE,,156.59,30.41,157.41,-48.2,,CLEAR,LOW
OBS_00196,8:22:30,97.5,29.717189,77.627634,6,92.5,SEC_MOZ_SRE,,157.36,29.64,156.64,-48.38,,CLEAR,LOW
OBS_00197,8:23:00,98,29.723715,77.625476,4.9,94,SEC_MOZ_SRE,,158.14,28.86,155.86,-48.57,,CLEAR,LOW
OBS_00198,8:23:30,98.5,29.730444,77.62325,6.2,97,SEC_MOZ_SRE,,158.95,28.05,155.05,-48.78,,CLEAR,LOW
OBS_00199,8:24:00,99,29.736958,77.621095,4.9,93.9,SEC_MOZ_SRE,,159.73,27.27,154.27,-48.97,,CLEAR,LOW
OBS_00200,8:24:30,99.5,29.743514,77.618927,5.2,94.5,SEC_MOZ_SRE,,160.52,26.48,153.48,-49.16,,CLEAR,LOW
OBS_00201,8:25:00,100,29.750025,77.616773,4.4,93.8,SEC_MOZ_SRE,,161.3,25.7,152.7,-49.35,,CLEAR,LOW
OBS_00202,8:25:30,100.5,29.756586,77.614603,6.8,94.5,SEC_MOZ_SRE,,162.09,24.91,151.91,-49.55,,CLEAR,LOW
OBS_00203,8:26:00,101,29.763249,77.6124,6.7,96,SEC_MOZ_SRE,,162.89,24.11,151.11,-49.75,,CLEAR,LOW
OBS_00204,8:26:30,101.5,29.769887,77.610204,4.9,95.7,SEC_MOZ_SRE,,163.69,23.31,150.31,-49.95,,CLEAR,LOW
OBS_00205,8:27:00,102,29.776498,77.608017,4,95.3,SEC_MOZ_SRE,,164.48,22.52,149.52,-50.15,,CLEAR,LOW
OBS_00206,8:27:30,102.5,29.783006,77.605865,5.3,93.8,SEC_MOZ_SRE,,165.26,21.74,148.74,-50.34,,CLEAR,LOW
OBS_00207,8:28:00,103,29.78963,77.603674,6,95.5,SEC_MOZ_SRE,,166.06,20.94,147.94,-50.54,,CLEAR,LOW
OBS_00208,8:28:30,103.5,29.796208,77.601498,5.3,94.8,SEC_MOZ_SRE,,166.85,20.15,147.15,-50.74,,CLEAR,LOW
OBS_00209,8:29:00,104,29.802687,77.599355,5.4,93.4,SEC_MOZ_SRE,,167.63,19.37,146.37,-50.93,,CLEAR,LOW
OBS_00210,8:29:30,104.5,29.809438,77.597122,6.4,97.3,SEC_MOZ_SRE,,168.44,18.56,145.56,-51.14,,CLEAR,LOW
OBS_00211,8:30:00,105,29.8159,77.594985,4.3,93.1,SEC_MOZ_SRE,,169.21,17.79,144.79,-51.32,,CLEAR,LOW
OBS_00212,8:30:30,105.5,29.822498,77.592802,5.9,95.1,SEC_MOZ_SRE,,170.01,16.99,143.99,-51.52,,CLEAR,LOW
OBS_00213,8:31:00,106,29.829025,77.590644,6.5,94.1,SEC_MOZ_SRE,,170.79,16.21,143.21,-51.71,,CLEAR,LOW
OBS_00214,8:31:30,106.5,29.835717,77.58843,6,96.4,SEC_MOZ_SRE,,171.59,15.41,142.41,-51.92,,CLEAR,LOW
OBS_00215,8:32:00,107,29.842201,77.586286,4.6,93.4,SEC_MOZ_SRE,,172.37,14.63,141.63,-52.11,,CLEAR,LOW
OBS_00216,8:32:30,107.5,29.848605,77.584168,4.7,92.3,SEC_MOZ_SRE,,173.14,13.86,140.86,-52.29,,CLEAR,LOW
OBS_00217,8:33:00,108,29.855187,77.58199,6.5,94.9,SEC_MOZ_SRE,,173.93,13.07,140.07,-52.48,,CLEAR,LOW
OBS_00218,8:33:30,108.5,29.861611,77.579866,5.2,92.6,SEC_MOZ_SRE,,174.7,12.3,139.3,-52.66,,CLEAR,LOW
OBS_00219,8:34:00,109,29.868254,77.577668,4.6,95.7,SEC_MOZ_SRE,,175.5,11.5,138.5,-52.87,,CLEAR,LOW
OBS_00220,8:34:30,109.5,29.874924,77.575462,5.5,96.1,SEC_MOZ_SRE,,176.3,10.7,137.7,-53.07,,CLEAR,LOW
OBS_00221,8:35:00,110,29.881415,77.573315,6,93.5,SEC_MOZ_SRE,,177.08,9.92,136.92,-53.26,,CLEAR,LOW
OBS_00222,8:35:30,110.5,29.887812,77.5712,6.3,92.2,SEC_MOZ_SRE,,177.85,9.15,136.15,-53.44,,CLEAR,LOW
OBS_00223,8:36:00,111,29.894511,77.568984,4.3,96.5,SEC_MOZ_SRE,,178.66,8.34,135.34,-53.65,,CLEAR,LOW
OBS_00224,8:36:30,111.5,29.901074,77.566813,4.5,94.6,SEC_MOZ_SRE,,179.44,7.56,134.56,-53.84,,CLEAR,LOW
OBS_00225,8:37:00,112,29.907847,77.564573,5.6,97.6,SEC_MOZ_SRE,,180.26,6.74,133.74,-54.06,,CLEAR,LOW
OBS_00226,8:37:30,112.5,29.914262,77.562451,4.7,92.4,SEC_MOZ_SRE,,181.03,5.97,132.97,-54.24,,CLEAR,LOW
OBS_00227,8:38:00,113,29.920992,77.560225,5.4,97,SEC_MOZ_SRE,,181.84,5.16,132.16,-54.45,,CLEAR,LOW
OBS_00228,8:38:30,113.5,29.927703,77.558005,6,96.7,SEC_MOZ_SRE,,182.64,4.36,131.36,-54.66,,CLEAR,LOW
OBS_00229,8:39:00,114,29.934488,77.555761,5.8,97.8,SEC_MOZ_SRE,,183.46,3.54,130.54,-54.88,,CLEAR,LOW
OBS_00230,8:39:30,114.5,29.941259,77.553522,6.7,97.6,SEC_MOZ_SRE,,184.27,2.73,129.73,-55.09,,CLEAR,LOW
OBS_00231,8:40:00,115,29.947896,77.551327,6.2,95.6,SEC_MOZ_SRE,,185.07,1.93,128.93,-55.3,,CLEAR,LOW
OBS_00232,8:40:30,115.5,29.95449,77.549146,6.5,95,SEC_MOZ_SRE,,185.86,1.14,128.14,-55.49,,CLEAR,LOW
OBS_00233,8:41:00,116,29.961101,77.546959,6.7,95.3,SEC_MOZ_SRE,,186.65,0.35,127.35,-55.69,,CLEAR,LOW
OBS_00234,8:41:30,116.5,29.964,77.546,5.4,0,,SRE,187,34,127,-55.5,ARRIVED,CLEAR,LOW
OBS_00235,8:42:00,117,29.964,77.546,3.5,0,,SRE,187,34,127,-65,,CLEAR,LOW
OBS_00236,8:42:30,117.5,29.964,77.546,3.5,0,,SRE,187,34,127,-64.5,,CLEAR,LOW
OBS_00237,8:43:00,118,29.964,77.546,4.3,0,,SRE,187,34,127,-64,,CLEAR,LOW
OBS_00238,8:43:30,118.5,29.964,77.546,4.5,0,,SRE,187,34,127,-63.5,,CLEAR,LOW
OBS_00239,8:44:00,119,29.964,77.546,4,0,,SRE,187,34,127,-63,,CLEAR,LOW
OBS_00240,8:44:30,119.5,29.964,77.546,4.3,0,,SRE,187,34,127,-62.5,,CLEAR,LOW
OBS_00241,8:45:00,120,29.964,77.546,3.5,0,,SRE,187,34,127,-62,,CLEAR,LOW
OBS_00242,8:45:30,120.5,29.964,77.546,3.2,0,,SRE,187,34,127,-61.5,,CLEAR,LOW
OBS_00243,8:46:00,121,29.964,77.546,3.6,0,,SRE,187,34,127,-61,,CLEAR,LOW
OBS_00244,8:46:30,121.5,29.964,77.546,3.5,0,,SRE,187,34,127,-60.5,,CLEAR,LOW
OBS_00245,8:47:00,122,29.964,77.546,3.6,0,,SRE,187,34,127,-60,,CLEAR,LOW
OBS_00246,8:47:30,122.5,29.964,77.546,4.1,0,,SRE,187,34,127,-59.5,,CLEAR,LOW
OBS_00247,8:48:00,123,29.964,77.546,3.3,0,,SRE,187,34,127,-59,,CLEAR,LOW
OBS_00248,8:48:30,123.5,29.964,77.546,3.5,0,,SRE,187,34,127,-58.5,,CLEAR,LOW
OBS_00249,8:49:00,124,29.964,77.546,4.4,0,,SRE,187,34,127,-58,,CLEAR,LOW
OBS_00250,8:49:30,124.5,29.964,77.546,4.4,0,,SRE,187,34,127,-57.5,,CLEAR,LOW
OBS_00251,8:50:00,125,29.964,77.546,3.1,0,,SRE,187,34,127,-57,,CLEAR,LOW
OBS_00252,8:50:30,125.5,29.964,77.546,3.8,0,,SRE,187,34,127,-56.5,,CLEAR,LOW
OBS_00253,8:51:00,126,29.964,77.546,4.1,0,,SRE,187,34,127,-56,,CLEAR,LOW
OBS_00254,8:51:30,126.5,29.964,77.546,3.8,0,,SRE,187,34,127,-55.5,DEPARTED,CLEAR,LOW
OBS_00255,8:52:00,127,29.961491,77.553823,5.3,93.3,SEC_SRE_RK,,187.78,33.22,126.22,-55.73,,CLEAR,LOW
OBS_00256,8:52:30,127.5,29.958874,77.56198,5.8,97.3,SEC_SRE_RK,,188.59,32.41,125.41,-56,,CLEAR,LOW
OBS_00257,8:53:00,128,29.95629,77.570036,6.6,96.1,SEC_SRE_RK,,189.39,31.61,124.61,-56.25,,CLEAR,LOW
OBS_00258,8:53:30,128.5,29.953695,77.578127,5.1,96.5,SEC_SRE_RK,,190.19,30.81,123.81,-56.51,,CLEAR,LOW
OBS_00259,8:54:00,129,29.951216,77.585854,5.1,92.2,SEC_SRE_RK,,190.96,30.04,123.04,-56.73,,CLEAR,LOW
OBS_00260,8:54:30,129.5,29.948623,77.593938,6.6,96.4,SEC_SRE_RK,,191.77,29.23,122.23,-56.99,,CLEAR,LOW
OBS_00261,8:55:00,130,29.946,77.602118,5.3,97.6,SEC_SRE_RK,,192.58,28.42,121.42,-57.25,,CLEAR,LOW
OBS_00262,8:55:30,130.5,29.943407,77.610199,5.6,96.4,SEC_SRE_RK,,193.38,27.62,120.62,-57.51,,CLEAR,LOW
OBS_00263,8:56:00,131,29.940837,77.618212,4.7,95.6,SEC_SRE_RK,,194.18,26.82,119.82,-57.76,,CLEAR,LOW
OBS_00264,8:56:30,131.5,29.938326,77.626041,5.3,93.4,SEC_SRE_RK,,194.96,26.04,119.04,-57.99,,CLEAR,LOW
OBS_00265,8:57:00,132,29.935844,77.633779,5,92.3,SEC_SRE_RK,,195.73,25.27,118.27,-58.21,,CLEAR,LOW
OBS_00266,8:57:30,132.5,29.933262,77.641828,5.2,96,SEC_SRE_RK,,196.53,24.47,117.47,-58.47,,CLEAR,LOW
OBS_00267,8:58:00,133,29.930759,77.649631,5.4,93.1,SEC_SRE_RK,,197.3,23.7,116.7,-58.7,,CLEAR,LOW
OBS_00268,8:58:30,133.5,29.928262,77.657417,5.9,92.9,SEC_SRE_RK,,198.08,22.92,115.92,-58.92,,CLEAR,LOW
OBS_00269,8:59:00,134,29.92578,77.665154,5.2,92.3,SEC_SRE_RK,,198.85,22.15,115.15,-59.15,,CLEAR,LOW
OBS_00270,8:59:30,134.5,29.923216,77.673148,4.1,95.4,SEC_SRE_RK,,199.64,21.36,114.36,-59.4,,CLEAR,LOW
OBS_00271,9:00:00,135,29.92064,77.681179,4.4,95.8,SEC_SRE_RK,,200.44,20.56,113.56,-59.65,,CLEAR,LOW
OBS_00272,9:00:30,135.5,29.918091,77.689124,4.2,94.8,SEC_SRE_RK,,201.23,19.77,112.77,-59.89,,CLEAR,LOW
OBS_00273,9:01:00,136,29.915556,77.69703,4.6,94.3,SEC_SRE_RK,,202.01,18.99,111.99,-60.13,,CLEAR,LOW
OBS_00274,9:01:30,136.5,29.913028,77.70491,6.3,94,SEC_SRE_RK,,202.8,18.2,111.2,-60.37,,CLEAR,LOW
OBS_00275,9:02:00,137,29.910492,77.712816,6.3,94.3,SEC_SRE_RK,,203.58,17.42,110.42,-60.61,,CLEAR,LOW
OBS_00276,9:02:30,137.5,29.907887,77.720938,4.8,96.9,SEC_SRE_RK,,204.39,16.61,109.61,-60.87,,CLEAR,LOW
OBS_00277,9:03:00,138,29.905397,77.728701,4.1,92.6,SEC_SRE_RK,,205.16,15.84,108.84,-61.09,,CLEAR,LOW
OBS_00278,9:03:30,138.5,29.902836,77.736683,7,95.2,SEC_SRE_RK,,205.96,15.04,108.04,-61.34,,CLEAR,LOW
OBS_00279,9:04:00,139,29.900305,77.744575,6,94.1,SEC_SRE_RK,,206.74,14.26,107.26,-61.58,,CLEAR,LOW
OBS_00280,9:04:30,139.5,29.897708,77.752672,6,96.6,SEC_SRE_RK,,207.55,13.45,106.45,-61.84,,CLEAR,LOW
OBS_00281,9:05:00,140,29.895114,77.760757,6.8,96.4,SEC_SRE_RK,,208.35,12.65,105.65,-62.09,,CLEAR,LOW
OBS_00282,9:05:30,140.5,29.892606,77.768577,4.1,93.3,SEC_SRE_RK,,209.13,11.87,104.87,-62.33,,CLEAR,LOW
OBS_00283,9:06:00,141,29.890105,77.776374,4.4,93,SEC_SRE_RK,,209.9,11.1,104.1,-62.56,,CLEAR,LOW
OBS_00284,9:06:30,141.5,29.887525,77.784418,5.7,96,SEC_SRE_RK,,210.7,10.3,103.3,-62.81,,CLEAR,LOW
OBS_00285,9:07:00,142,29.885014,77.792246,6.1,93.4,SEC_SRE_RK,,211.48,9.52,102.52,-63.04,,CLEAR,LOW
OBS_00286,9:07:30,142.5,29.882419,77.800337,4.5,96.5,SEC_SRE_RK,,212.28,8.72,101.72,-63.3,,CLEAR,LOW
OBS_00287,9:08:00,143,29.879848,77.808352,6.2,95.6,SEC_SRE_RK,,213.08,7.92,100.92,-63.55,,CLEAR,LOW
OBS_00288,9:08:30,143.5,29.877353,77.816131,6.5,92.8,SEC_SRE_RK,,213.86,7.14,100.14,-63.78,,CLEAR,LOW
OBS_00289,9:09:00,144,29.874727,77.824316,4.3,97.6,SEC_SRE_RK,,214.67,6.33,99.33,-64.04,,CLEAR,LOW
OBS_00290,9:09:30,144.5,29.872246,77.832053,4.9,92.3,SEC_SRE_RK,,215.44,5.56,98.56,-64.27,,CLEAR,LOW
OBS_00291,9:10:00,145,29.869664,77.840101,6.9,96,SEC_SRE_RK,,216.24,4.76,97.76,-64.52,,CLEAR,LOW
OBS_00292,9:10:30,145.5,29.867126,77.848015,6.1,94.4,SEC_SRE_RK,,217.02,3.98,96.98,-64.76,,CLEAR,LOW
OBS_00293,9:11:00,146,29.864636,77.855775,6.1,92.6,SEC_SRE_RK,,217.8,3.2,96.2,-64.98,,CLEAR,LOW
OBS_00294,9:11:30,146.5,29.862063,77.863799,4.3,95.7,SEC_SRE_RK,,218.59,2.41,95.41,-65.24,,CLEAR,LOW
OBS_00295,9:12:00,147,29.859467,77.871893,6.6,96.6,SEC_SRE_RK,,219.4,1.6,94.6,-65.49,,CLEAR,LOW
OBS_00296,9:12:30,147.5,29.856897,77.879904,4.4,95.6,SEC_SRE_RK,,220.2,0.8,93.8,-65.74,,CLEAR,LOW
OBS_00297,9:13:00,148,29.8543,77.888,6.3,0,,RK,221,42,93,-66,ARRIVED,CLEAR,LOW
OBS_00298,9:13:30,148.5,29.8543,77.888,3.7,0,,RK,221,42,93,-67.5,,CLEAR,LOW
OBS_00299,9:14:00,149,29.8543,77.888,3.9,0,,RK,221,42,93,-67,,CLEAR,LOW
OBS_00300,9:14:30,149.5,29.8543,77.888,3.7,0,,RK,221,42,93,-66.5,,CLEAR,LOW
OBS_00301,9:15:00,150,29.8543,77.888,4,0,,RK,221,42,93,-66,DEPARTED,CLEAR,LOW
OBS_00302,9:15:30,150.5,29.855665,77.891894,6.5,75.3,SEC_RK_HW,,221.63,41.37,92.37,-66.17,,CLEAR,LOW
OBS_00303,9:16:00,151,29.85707,77.895901,4.3,77.5,SEC_RK_HW,,222.27,40.73,91.73,-66.36,,CLEAR,LOW
OBS_00304,9:16:30,151.5,29.858486,77.899941,5.9,78.1,SEC_RK_HW,,222.92,40.08,91.08,-66.56,,CLEAR,LOW
OBS_00305,9:17:00,152,29.859892,77.90395,6.1,77.5,SEC_RK_HW,,223.57,39.43,90.43,-66.75,,CLEAR,LOW
OBS_00306,9:17:30,152.5,29.861265,77.907866,6.2,75.7,SEC_RK_HW,,224.2,38.8,89.8,-66.93,,CLEAR,LOW
OBS_00307,9:18:00,153,29.862681,77.911907,4.8,78.1,SEC_RK_HW,,224.85,38.15,89.15,-67.13,,CLEAR,LOW
OBS_00308,9:18:30,153.5,29.864085,77.91591,5.6,77.4,SEC_RK_HW,,225.5,37.5,88.5,-67.32,,CLEAR,LOW
OBS_00309,9:19:00,154,29.865462,77.919838,5.3,75.9,SEC_RK_HW,,226.13,36.87,87.87,-67.5,,CLEAR,LOW
OBS_00310,9:19:30,154.5,29.866859,77.923823,4.8,77.1,SEC_RK_HW,,226.77,36.23,87.23,-67.68,,CLEAR,LOW
OBS_00311,9:20:00,155,29.868267,77.927838,6.5,77.6,SEC_RK_HW,,227.42,35.58,86.58,-67.88,,CLEAR,LOW
OBS_00312,9:20:30,155.5,29.869611,77.931671,6.6,74.1,SEC_RK_HW,,228.04,34.96,85.96,-68.04,,CLEAR,LOW
OBS_00313,9:21:00,156,29.870968,77.935542,5.4,74.8,SEC_RK_HW,,228.66,34.34,85.34,-68.21,,CLEAR,LOW
OBS_00314,9:21:30,156.5,29.872355,77.939499,5.1,76.5,SEC_RK_HW,,229.3,33.7,84.7,-68.39,,CLEAR,LOW
OBS_00315,9:22:00,157,29.873695,77.943319,6.6,73.9,SEC_RK_HW,,229.91,33.09,84.09,-68.55,,CLEAR,LOW
OBS_00316,9:22:30,157.5,29.875047,77.947175,4.6,74.5,SEC_RK_HW,,230.53,32.47,83.47,-68.71,,CLEAR,LOW
OBS_00317,9:23:00,158,29.876449,77.951177,5,77.4,SEC_RK_HW,,231.18,31.82,82.82,-68.91,,CLEAR,LOW
OBS_00318,9:23:30,158.5,29.877859,77.955198,6.1,77.7,SEC_RK_HW,,231.83,31.17,82.17,-69.1,,CLEAR,LOW
OBS_00319,9:24:00,159,29.879219,77.959076,4,75,SEC_RK_HW,,232.45,30.55,81.55,-69.27,,CLEAR,LOW
OBS_00320,9:24:30,159.5,29.880634,77.963113,4.3,78,SEC_RK_HW,,233.1,29.9,80.9,-69.47,,CLEAR,LOW
OBS_00321,9:25:00,160,29.882031,77.967096,5.5,77,SEC_RK_HW,,233.74,29.26,80.26,-69.65,,CLEAR,LOW
OBS_00322,9:25:30,160.5,29.88343,77.971088,6.1,77.2,SEC_RK_HW,,234.39,28.61,79.61,-69.84,,CLEAR,LOW
OBS_00323,9:26:00,161,29.884821,77.975054,5.5,76.7,SEC_RK_HW,,235.02,27.98,78.98,-70.03,,CLEAR,LOW
OBS_00324,9:26:30,161.5,29.886223,77.979054,4.3,77.3,SEC_RK_HW,,235.67,27.33,78.33,-70.22,,CLEAR,LOW
OBS_00325,9:27:00,162,29.887578,77.98292,6.1,74.7,SEC_RK_HW,,236.29,26.71,77.71,-70.38,,CLEAR,LOW
OBS_00326,9:27:30,162.5,29.888941,77.986805,5.7,75.1,SEC_RK_HW,,236.92,26.08,77.08,-70.55,,CLEAR,LOW
OBS_00327,9:28:00,163,29.890317,77.99073,5.6,75.9,SEC_RK_HW,,237.55,25.45,76.45,-70.73,,CLEAR,LOW
OBS_00328,9:28:30,163.5,29.891689,77.994644,6.2,75.7,SEC_RK_HW,,238.18,24.82,75.82,-70.91,,CLEAR,LOW
OBS_00329,9:29:00,164,29.893053,77.998535,6.1,75.2,SEC_RK_HW,,238.81,24.19,75.19,-71.08,,CLEAR,LOW
OBS_00330,9:29:30,164.5,29.894412,78.002412,4.8,75,SEC_RK_HW,,239.43,23.57,74.57,-71.25,,CLEAR,LOW
OBS_00331,9:30:00,165,29.895759,78.006254,4.6,74.3,SEC_RK_HW,,240.05,22.95,73.95,-71.41,,CLEAR,LOW
OBS_00332,9:30:30,165.5,29.897106,78.010095,5.6,74.3,SEC_RK_HW,,240.67,22.33,73.33,-71.58,,CLEAR,LOW
OBS_00333,9:31:00,166,29.898506,78.014088,4.6,77.2,SEC_RK_HW,,241.31,21.69,72.69,-71.76,,CLEAR,LOW
OBS_00334,9:31:30,166.5,29.899861,78.017953,5.5,74.7,SEC_RK_HW,,241.94,21.06,72.06,-71.93,,CLEAR,LOW
OBS_00335,9:32:00,167,29.901257,78.021937,6.9,77,SEC_RK_HW,,242.58,20.42,71.42,-72.12,,CLEAR,LOW
OBS_00336,9:32:30,167.5,29.902638,78.025874,4.8,76.1,SEC_RK_HW,,243.21,19.79,70.79,-72.3,,CLEAR,LOW
OBS_00337,9:33:00,168,29.903983,78.029711,4.6,74.2,SEC_RK_HW,,243.83,19.17,70.17,-72.46,,CLEAR,LOW
OBS_00338,9:33:30,168.5,29.905339,78.033578,4.5,74.8,SEC_RK_HW,,244.45,18.55,69.55,-72.63,,CLEAR,LOW
OBS_00339,9:34:00,169,29.906677,78.037394,5.6,73.8,SEC_RK_HW,,245.07,17.93,68.93,-72.79,,CLEAR,LOW
OBS_00340,9:34:30,169.5,29.908036,78.041272,6.9,75,SEC_RK_HW,,245.69,17.31,68.31,-72.96,,CLEAR,LOW
OBS_00341,9:35:00,170,29.909419,78.045216,6.1,76.2,SEC_RK_HW,,246.33,16.67,67.67,-73.14,,CLEAR,LOW
OBS_00342,9:35:30,170.5,29.910766,78.049059,6.6,74.3,SEC_RK_HW,,246.95,16.05,67.05,-73.3,,CLEAR,LOW
OBS_00343,9:36:00,171,29.912144,78.052988,6.6,76,SEC_RK_HW,,247.58,15.42,66.42,-73.48,,CLEAR,LOW
OBS_00344,9:36:30,171.5,29.913528,78.056937,5.4,76.3,SEC_RK_HW,,248.22,14.78,65.78,-73.66,,CLEAR,LOW
OBS_00345,9:37:00,172,29.914902,78.060854,4.6,75.7,SEC_RK_HW,,248.85,14.15,65.15,-73.84,,CLEAR,LOW
OBS_00346,9:37:30,172.5,29.916243,78.064679,6.8,74,SEC_RK_HW,,249.46,13.54,64.54,-74,,CLEAR,LOW
OBS_00347,9:38:00,173,29.917619,78.068605,6.5,75.9,SEC_RK_HW,,250.1,12.9,63.9,-74.17,,CLEAR,LOW
OBS_00348,9:38:30,173.5,29.918989,78.072513,4.2,75.5,SEC_RK_HW,,250.73,12.27,63.27,-74.35,,CLEAR,LOW
OBS_00349,9:39:00,174,29.920378,78.076475,4.2,76.6,SEC_RK_HW,,251.36,11.64,62.64,-74.53,,CLEAR,LOW
OBS_00350,9:39:30,174.5,29.921727,78.080323,5.7,74.4,SEC_RK_HW,,251.98,11.02,62.02,-74.7,,CLEAR,LOW
OBS_00351,9:40:00,175,29.923089,78.084208,7,75.1,SEC_RK_HW,,252.61,10.39,61.39,-74.87,,CLEAR,LOW
OBS_00352,9:40:30,175.5,29.924436,78.088049,6.3,74.3,SEC_RK_HW,,253.23,9.77,60.77,-75.03,,CLEAR,LOW
OBS_00353,9:41:00,176,29.925823,78.092005,6.4,76.5,SEC_RK_HW,,253.87,9.13,60.13,-75.21,,CLEAR,LOW
OBS_00354,9:41:30,176.5,29.927179,78.095872,5.6,74.7,SEC_RK_HW,,254.49,8.51,59.51,-75.38,,CLEAR,LOW
OBS_00355,9:42:00,177,29.928553,78.099791,5.3,75.8,SEC_RK_HW,,255.12,7.88,58.88,-75.56,,CLEAR,LOW
OBS_00356,9:42:30,177.5,29.929961,78.103808,7,77.6,SEC_RK_HW,,255.77,7.23,58.23,-75.75,,CLEAR,LOW
OBS_00357,9:43:00,178,29.931323,78.107693,5.9,75.1,SEC_RK_HW,,256.39,6.61,57.61,-75.92,,CLEAR,LOW
OBS_00358,9:43:30,178.5,29.93271,78.11165,6.2,76.5,SEC_RK_HW,,257.03,5.97,56.97,-76.1,,CLEAR,LOW
OBS_00359,9:44:00,179,29.934126,78.115687,4.6,78,SEC_RK_HW,,257.68,5.32,56.32,-76.3,,CLEAR,LOW
OBS_00360,9:44:30,179.5,29.93548,78.11955,6,74.7,SEC_RK_HW,,258.3,4.7,55.7,-76.47,,CLEAR,LOW
OBS_00361,9:45:00,180,29.93683,78.1234,4.5,74.4,SEC_RK_HW,,258.92,4.08,55.08,-76.63,,CLEAR,LOW
OBS_00362,9:45:30,180.5,29.938173,78.127231,4,74.1,SEC_RK_HW,,259.54,3.46,54.46,-76.79,,CLEAR,LOW
OBS_00363,9:46:00,181,29.939547,78.13115,5.8,75.8,SEC_RK_HW,,260.17,2.83,53.83,-76.97,,CLEAR,LOW
OBS_00364,9:46:30,181.5,29.940908,78.135032,4.7,75,SEC_RK_HW,,260.8,2.2,53.2,-77.14,,CLEAR,LOW
OBS_00365,9:47:00,182,29.942304,78.139012,6.1,76.9,SEC_RK_HW,,261.44,1.56,52.56,-77.33,,CLEAR,LOW
OBS_00366,9:47:30,182.5,29.943678,78.142933,6.1,75.8,SEC_RK_HW,,262.07,0.93,51.93,-77.5,,CLEAR,LOW
OBS_00367,9:48:00,183,29.945091,78.146964,6.4,77.9,SEC_RK_HW,,262.72,0.28,51.28,-77.7,,CLEAR,LOW
OBS_00368,9:48:30,183.5,29.9457,78.1487,6,0,,HW,263,51,51,-77.5,ARRIVED,CLEAR,LOW
OBS_00369,9:49:00,184,29.9457,78.1487,4.9,0,,HW,263,51,51,-85,,CLEAR,LOW
OBS_00370,9:49:30,184.5,29.9457,78.1487,3.9,0,,HW,263,51,51,-84.5,,CLEAR,LOW
OBS_00371,9:50:00,185,29.9457,78.1487,4.1,0,,HW,263,51,51,-84,,CLEAR,LOW
OBS_00372,9:50:30,185.5,29.9457,78.1487,4.3,0,,HW,263,51,51,-83.5,,CLEAR,LOW
OBS_00373,9:51:00,186,29.9457,78.1487,4.8,0,,HW,263,51,51,-83,,CLEAR,LOW
OBS_00374,9:51:30,186.5,29.9457,78.1487,4.7,0,,HW,263,51,51,-82.5,,CLEAR,LOW
OBS_00375,9:52:00,187,29.9457,78.1487,3.1,0,,HW,263,51,51,-82,,CLEAR,LOW
OBS_00376,9:52:30,187.5,29.9457,78.1487,3.3,0,,HW,263,51,51,-81.5,,CLEAR,LOW
OBS_00377,9:53:00,188,29.9457,78.1487,3.6,0,,HW,263,51,51,-81,,CLEAR,LOW
OBS_00378,9:53:30,188.5,29.9457,78.1487,4.5,0,,HW,263,51,51,-80.5,,CLEAR,LOW
OBS_00379,9:54:00,189,29.9457,78.1487,4.1,0,,HW,263,51,51,-80,,CLEAR,LOW
OBS_00380,9:54:30,189.5,29.9457,78.1487,3.6,0,,HW,263,51,51,-79.5,,CLEAR,LOW
OBS_00381,9:55:00,190,29.9457,78.1487,3.2,0,,HW,263,51,51,-79,,CLEAR,LOW
OBS_00382,9:55:30,190.5,29.9457,78.1487,4.4,0,,HW,263,51,51,-78.5,,CLEAR,LOW
OBS_00383,9:56:00,191,29.9457,78.1487,4.4,0,,HW,263,51,51,-78,,CLEAR,LOW
OBS_00384,9:56:30,191.5,29.9457,78.1487,4.9,0,,HW,263,51,51,-77.5,DEPARTED,CLEAR,LOW
OBS_00385,9:57:00,192,29.949146,78.147615,5.5,57,SEC_HW_DDN,,263.48,50.52,50.52,-77.63,,CLEAR,LOW
