observation_id,timestamp,simulation_time_sec,train_id,route_id,data_source,data_quality_status,latitude,longitude,current_position_km,current_speed_kmph,current_speed_mps,target_speed_kmph,current_acceleration_mps2,braking_distance_m,section_speed_limit_kmph,restriction_speed_kmph,approach_speed_kmph,current_section_id,current_station_id,previous_station_id,next_station_id,distance_to_next_station_km,distance_to_destination_km,movement_state,station_event,actual_arrival_time,actual_departure_time,actual_dwell_min,current_delay_min,arrival_delay_min,departure_delay_min,signal_state,congestion_level,fog_active,fog_visibility_km,unscheduled_halt,active_event_ids
OBS_000083,07:26:00,2460.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.899883,77.633139,59.935,49.2,13.67,50.0,0.0,155.6,120,50.0,440.47,SEC_GZB_MTC,,GZB,MTC,12.065,254.065,CRUISING,,,,,-23.33,,,GREEN,NONE,False,,False,EVT_001
OBS_000084,07:26:30,2490.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.902606,77.635431,60.345,49.2,13.67,50.0,0.0,155.6,120,50.0,433.17,SEC_GZB_MTC,,GZB,MTC,11.655,253.655,CRUISING,,,,,-23.27,,,GREEN,NONE,False,,False,EVT_001
OBS_000085,07:27:00,2520.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.905328,77.637724,60.755,49.2,13.67,50.0,0.0,155.6,120,50.0,425.74,SEC_GZB_MTC,,GZB,MTC,11.245,253.245,CRUISING,,,,,-23.21,,,GREEN,NONE,False,,False,EVT_001
OBS_000086,07:27:30,2550.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.908051,77.640016,61.165,49.2,13.67,50.0,0.0,155.6,120,50.0,418.19,SEC_GZB_MTC,,GZB,MTC,10.835,252.835,CRUISING,,,,,-23.15,,,GREEN,NONE,False,,False,EVT_001
OBS_000087,07:28:00,2580.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.910774,77.642309,61.575,49.2,13.67,50.0,0.0,155.6,120,50.0,410.49,SEC_GZB_MTC,,GZB,MTC,10.425,252.425,CRUISING,,,,,-23.09,,,GREEN,NONE,False,,False,EVT_001
OBS_000088,07:28:30,2610.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.913496,77.644601,61.985,49.2,13.67,50.0,0.0,155.6,120,50.0,402.65,SEC_GZB_MTC,,GZB,MTC,10.015,252.015,CRUISING,,,,,-23.03,,,GREEN,NONE,False,,False,EVT_001
OBS_000089,07:29:00,2640.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.916219,77.646894,62.395,49.2,13.67,50.0,0.0,155.6,120,50.0,394.66,SEC_GZB_MTC,,GZB,MTC,9.605,251.605,CRUISING,,,,,-22.97,,,GREEN,NONE,False,,False,EVT_001
OBS_000090,07:29:30,2670.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.918941,77.649186,62.805,49.2,13.67,50.0,0.0,155.6,120,50.0,386.49,SEC_GZB_MTC,,GZB,MTC,9.195,251.195,CRUISING,,,,,-22.91,,,GREEN,NONE,False,,False,EVT_001
OBS_000091,07:30:00,2700.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.921664,77.651479,63.215,49.2,13.67,50.0,0.0,155.6,120,50.0,378.15,SEC_GZB_MTC,,GZB,MTC,8.785,250.785,CRUISING,,,,,-22.85,,,GREEN,NONE,False,,False,EVT_001
OBS_000092,07:30:30,2730.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.924386,77.653771,63.625,49.2,13.67,50.0,0.0,155.6,120,50.0,369.63,SEC_GZB_MTC,,GZB,MTC,8.375,250.375,CRUISING,,,,,-22.79,,,GREEN,NONE,False,,False,EVT_001
OBS_000093,07:31:00,2760.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.927109,77.656064,64.035,49.2,13.67,50.0,0.0,155.6,120,50.0,360.9,SEC_GZB_MTC,,GZB,MTC,7.965,249.965,CRUISING,,,,,-22.73,,,GREEN,NONE,False,,False,EVT_001
OBS_000094,07:31:30,2790.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.929832,77.658356,64.445,49.2,13.67,50.0,0.0,155.6,120,50.0,351.95,SEC_GZB_MTC,,GZB,MTC,7.555,249.555,CRUISING,,,,,-22.67,,,GREEN,NONE,False,,False,EVT_001
OBS_000095,07:32:00,2820.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.932554,77.660649,64.855,49.2,13.67,50.0,0.0,155.6,120,50.0,342.78,SEC_GZB_MTC,,GZB,MTC,7.145,249.145,CRUISING,,,,,-22.61,,,GREEN,NONE,False,,False,EVT_001
OBS_000096,07:32:30,2850.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.935277,77.662941,65.265,49.2,13.67,50.0,0.0,155.6,120,50.0,333.35,SEC_GZB_MTC,,GZB,MTC,6.735,248.735,CRUISING,,,,,-22.55,,,GREEN,NONE,False,,False,EVT_001
OBS_000097,07:33:00,2880.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.937999,77.665234,65.675,49.2,13.67,50.0,0.0,155.6,120,50.0,323.64,SEC_GZB_MTC,,GZB,MTC,6.325,248.325,CRUISING,,,,,-22.49,,,GREEN,NONE,False,,False,EVT_001
OBS_000098,07:33:30,2910.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.940722,77.667526,66.085,49.2,13.67,50.0,0.0,155.6,120,50.0,313.63,SEC_GZB_MTC,,GZB,MTC,5.915,247.915,CRUISING,,,,,-22.43,,,GREEN,NONE,False,,False,EVT_001
OBS_000099,07:34:00,2940.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.943444,77.669819,66.495,49.2,13.67,50.0,0.0,155.6,120,50.0,303.3,SEC_GZB_MTC,,GZB,MTC,5.505,247.505,CRUISING,,,,,-22.37,,,GREEN,NONE,False,,False,EVT_001
OBS_000100,07:34:30,2970.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.946167,77.672111,66.905,49.2,13.67,50.0,0.0,155.6,120,50.0,292.6,SEC_GZB_MTC,,GZB,MTC,5.095,247.095,CRUISING,,,,,-22.31,,,GREEN,NONE,False,,False,EVT_001
OBS_000101,07:35:00,3000.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.94889,77.674404,67.315,49.2,13.67,50.0,0.0,155.6,120,50.0,281.49,SEC_GZB_MTC,,GZB,MTC,4.685,246.685,CRUISING,,,,,-22.25,,,GREEN,NONE,False,,False,EVT_001
OBS_000102,07:35:30,3030.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.951612,77.676696,67.725,49.2,13.67,50.0,0.0,155.6,120,50.0,269.93,SEC_GZB_MTC,,GZB,MTC,4.275,246.275,CRUISING,,,,,-22.19,,,GREEN,NONE,False,,False,EVT_001
OBS_000103,07:36:00,3060.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.954335,77.678989,68.135,49.2,13.67,50.0,0.0,155.6,120,50.0,257.85,SEC_GZB_MTC,,GZB,MTC,3.865,245.865,CRUISING,,,,,-22.13,,,GREEN,NONE,False,,False,EVT_001
OBS_000104,07:36:30,3090.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.957057,77.681281,68.545,49.2,13.67,50.0,0.0,155.6,120,50.0,245.17,SEC_GZB_MTC,,GZB,MTC,3.455,245.455,CRUISING,,,,,-22.07,,,GREEN,NONE,False,,False,EVT_001
OBS_000105,07:37:00,3120.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.95978,77.683574,68.955,49.2,13.67,50.0,0.0,155.6,120,50.0,231.8,SEC_GZB_MTC,,GZB,MTC,3.045,245.045,CRUISING,,,,,-22.01,,,GREEN,NONE,False,,False,EVT_001
OBS_000106,07:37:30,3150.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.962502,77.685866,69.365,49.2,13.67,50.0,0.0,155.6,120,50.0,217.61,SEC_GZB_MTC,,GZB,MTC,2.635,244.635,CRUISING,,,,,-21.95,,,GREEN,NONE,False,,False,EVT_001
OBS_000107,07:38:00,3180.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.965225,77.688159,69.775,49.2,13.67,50.0,0.0,155.6,120,50.0,202.43,SEC_GZB_MTC,,GZB,MTC,2.225,244.225,CRUISING,,,,,-21.89,,,GREEN,NONE,False,,False,EVT_001
OBS_000108,07:38:30,3210.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.967948,77.690451,70.185,49.2,13.67,50.0,0.0,155.6,120,50.0,186.02,SEC_GZB_MTC,,GZB,MTC,1.815,243.815,CRUISING,,,,,-21.83,,,GREEN,NONE,False,,False,EVT_001
OBS_000109,07:39:00,3240.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.97067,77.692744,70.595,49.2,13.67,50.0,0.0,155.6,120,50.0,168.01,SEC_GZB_MTC,,GZB,MTC,1.405,243.405,CRUISING,,,,,-21.77,,,GREEN,NONE,False,,False,EVT_001
OBS_000110,07:39:30,3270.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.973393,77.695036,71.005,49.2,13.67,50.0,0.0,155.6,120,50.0,147.82,SEC_GZB_MTC,,GZB,MTC,0.995,242.995,CRUISING,,,,,-21.71,,,GREEN,NONE,False,,False,EVT_001
OBS_000111,07:40:00,3300.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.976115,77.697329,71.415,49.2,13.67,50.0,0.0,155.6,120,50.0,124.4,SEC_GZB_MTC,,GZB,MTC,0.585,242.585,CRUISING,,,,,-21.65,,,GREEN,NONE,False,,False,EVT_001
OBS_000112,07:40:30,3330.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.978838,77.699621,71.825,49.2,13.67,50.0,0.0,155.6,120,50.0,95.38,SEC_GZB_MTC,,GZB,MTC,0.175,242.175,CRUISING,,,,,-21.59,,,GREEN,NONE,False,,False,EVT_001
OBS_000113,07:41:00,3360.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.0,0.0,0.0,50.0,0.0,0.0,120,50.0,52.17,SEC_GZB_MTC,MTC,MTC,MOZ,56.0,242.0,DWELLING,ARRIVED,07:41:00,,,-21.27,-14.0,,GREEN,NONE,False,,False,EVT_001
OBS_000114,07:41:30,3390.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.0,0.0,0.0,0.0,0.0,0.0,110,,0.0,,MTC,MTC,MOZ,56.0,242.0,DWELLING,,,,,-20.77,,,GREEN,NONE,False,,False,
OBS_000115,07:42:00,3420.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.0,0.0,0.0,0.0,0.0,0.0,110,,0.0,,MTC,MTC,MOZ,56.0,242.0,DWELLING,,,,,-20.27,,,GREEN,NONE,False,,False,
OBS_000116,07:42:30,3450.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.0,0.0,0.0,0.0,0.0,0.0,110,,0.0,,MTC,MTC,MOZ,56.0,242.0,DWELLING,,,,,-19.77,,,GREEN,NONE,False,,False,
OBS_000117,07:43:00,3480.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.0,0.0,0.0,0.0,0.0,0.0,110,,0.0,,MTC,MTC,MOZ,56.0,242.0,DWELLING,,,,,-19.27,,,GREEN,NONE,False,,False,
OBS_000118,07:43:30,3510.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.0,0.0,0.0,0.0,0.0,0.0,110,,0.0,,MTC,MTC,MOZ,56.0,242.0,DWELLING,,,,,-18.77,,,GREEN,NONE,False,,False,
OBS_000119,07:44:00,3540.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.98,77.7006,72.675,54.0,15.0,104.5,0.5,187.5,110,,933.23,SEC_MTC_MOZ,MTC,MTC,MOZ,55.325,241.325,ACCELERATING,DEPARTED,,07:44:00,3,-19.0,,-14.0,GREEN,NONE,False,,False,
OBS_000120,07:44:30,3570.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,28.99558,77.70085,73.771,104.5,29.03,104.5,0.5,702.2,110,,927.59,SEC_MTC_MOZ,,MTC,MOZ,54.229,240.229,ACCELERATING,,,,,-19.67,,,GREEN,NONE,False,,False,
OBS_000121,07:45:00,3600.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.003242,77.700973,74.642,104.5,29.03,104.5,0.0,702.2,110,,918.35,SEC_MTC_MOZ,,MTC,MOZ,53.358,239.358,CRUISING,,,,,-20.11,,,GREEN,NONE,False,,False,
OBS_000122,07:45:30,3630.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.010904,77.701096,75.512,104.5,29.03,104.5,0.0,702.2,110,,910.95,SEC_MTC_MOZ,,MTC,MOZ,52.488,238.488,CRUISING,,,,,-20.54,,,GREEN,NONE,False,,False,
OBS_000123,07:46:00,3660.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.018566,77.701218,76.383,104.5,29.03,104.5,0.0,702.2,110,,903.49,SEC_MTC_MOZ,,MTC,MOZ,51.617,237.617,CRUISING,,,,,-20.98,,,GREEN,NONE,False,,False,
OBS_000124,07:46:30,3690.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.026227,77.701341,77.254,104.5,29.03,104.5,0.0,702.2,110,,895.96,SEC_MTC_MOZ,,MTC,MOZ,50.746,236.746,CRUISING,,,,,-21.41,,,GREEN,NONE,False,,False,
OBS_000125,07:47:00,3720.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.033889,77.701464,78.125,104.5,29.03,104.5,0.0,702.2,110,,888.37,SEC_MTC_MOZ,,MTC,MOZ,49.875,235.875,CRUISING,,,,,-21.85,,,GREEN,NONE,False,,False,
OBS_000126,07:47:30,3750.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.041551,77.701587,78.996,104.5,29.03,104.5,0.0,702.2,110,,880.71,SEC_MTC_MOZ,,MTC,MOZ,49.004,235.004,CRUISING,,,,,-22.28,,,GREEN,NONE,False,,False,
OBS_000127,07:48:00,3780.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.049213,77.70171,79.867,104.5,29.03,104.5,0.0,702.2,110,,872.99,SEC_MTC_MOZ,,MTC,MOZ,48.133,234.133,CRUISING,,,,,-22.72,,,GREEN,NONE,False,,False,
OBS_000128,07:48:30,3810.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.056874,77.701833,80.737,104.5,29.03,104.5,0.0,702.2,110,,865.2,SEC_MTC_MOZ,,MTC,MOZ,47.263,233.263,CRUISING,,,,,-23.15,,,GREEN,NONE,False,,False,
OBS_000129,07:49:00,3840.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.064536,77.701955,81.608,104.5,29.03,104.5,0.0,702.2,110,,857.34,SEC_MTC_MOZ,,MTC,MOZ,46.392,232.392,CRUISING,,,,,-23.59,,,GREEN,NONE,False,,False,
OBS_000130,07:49:30,3870.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.072198,77.702078,82.479,104.5,29.03,104.5,0.0,702.2,110,,849.4,SEC_MTC_MOZ,,MTC,MOZ,45.521,231.521,CRUISING,,,,,-24.02,,,GREEN,NONE,False,,False,
OBS_000131,07:50:00,3900.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.07986,77.702201,83.35,104.5,29.03,104.5,0.0,702.2,110,,841.39,SEC_MTC_MOZ,,MTC,MOZ,44.65,230.65,CRUISING,,,,,-24.46,,,GREEN,NONE,False,,False,
OBS_000132,07:50:30,3930.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.087522,77.702324,84.221,104.5,29.03,104.5,0.0,702.2,110,,833.3,SEC_MTC_MOZ,,MTC,MOZ,43.779,229.779,CRUISING,,,,,-24.89,,,GREEN,NONE,False,,False,
OBS_000133,07:51:00,3960.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.095183,77.702447,85.092,104.5,29.03,104.5,0.0,702.2,110,,825.14,SEC_MTC_MOZ,,MTC,MOZ,42.908,228.908,CRUISING,,,,,-25.32,,,GREEN,NONE,False,,False,
OBS_000134,07:51:30,3990.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.102845,77.70257,85.962,104.5,29.03,104.5,0.0,702.2,110,,816.89,SEC_MTC_MOZ,,MTC,MOZ,42.038,228.038,CRUISING,,,,,-25.76,,,GREEN,NONE,False,,False,
OBS_000135,07:52:00,4020.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.110507,77.702693,86.833,104.5,29.03,104.5,0.0,702.2,110,,808.56,SEC_MTC_MOZ,,MTC,MOZ,41.167,227.167,CRUISING,,,,,-26.19,,,GREEN,NONE,False,,False,
OBS_000136,07:52:30,4050.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.118169,77.702815,87.704,104.5,29.03,104.5,0.0,702.2,110,,800.14,SEC_MTC_MOZ,,MTC,MOZ,40.296,226.296,CRUISING,,,,,-26.63,,,GREEN,NONE,False,,False,
OBS_000137,07:53:00,4080.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.12583,77.702938,88.575,104.5,29.03,104.5,0.0,702.2,110,,791.63,SEC_MTC_MOZ,,MTC,MOZ,39.425,225.425,CRUISING,,,,,-27.06,,,GREEN,NONE,False,,False,
OBS_000138,07:53:30,4110.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.133492,77.703061,89.446,104.5,29.03,104.5,0.0,702.2,110,,783.03,SEC_MTC_MOZ,,MTC,MOZ,38.554,224.554,CRUISING,,,,,-27.5,,,GREEN,NONE,False,,False,
OBS_000139,07:54:00,4140.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.141154,77.703184,90.317,104.5,29.03,104.5,0.0,702.2,110,,774.33,SEC_MTC_MOZ,,MTC,MOZ,37.683,223.683,CRUISING,,,,,-27.93,,,GREEN,NONE,False,,False,
OBS_000140,07:54:30,4170.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.148816,77.703307,91.187,104.5,29.03,104.5,0.0,702.2,110,,765.54,SEC_MTC_MOZ,,MTC,MOZ,36.813,222.813,CRUISING,,,,,-28.37,,,GREEN,NONE,False,,False,
OBS_000141,07:55:00,4200.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.156478,77.70343,92.058,104.5,29.03,104.5,0.0,702.2,110,,756.64,SEC_MTC_MOZ,,MTC,MOZ,35.942,221.942,CRUISING,,,,,-28.8,,,GREEN,NONE,False,,False,
OBS_000142,07:55:30,4230.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.164139,77.703553,92.929,104.5,29.03,104.5,0.0,702.2,110,,747.64,SEC_MTC_MOZ,,MTC,MOZ,35.071,221.071,CRUISING,,,,,-29.24,,,GREEN,NONE,False,,False,
OBS_000143,07:56:00,4260.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.171801,77.703675,93.8,104.5,29.03,104.5,0.0,702.2,110,,738.53,SEC_MTC_MOZ,,MTC,MOZ,34.2,220.2,CRUISING,,,,,-29.67,,,GREEN,NONE,False,,False,
OBS_000144,07:56:30,4290.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.179463,77.703798,94.671,104.5,29.03,104.5,0.0,702.2,110,,729.3,SEC_MTC_MOZ,,MTC,MOZ,33.329,219.329,CRUISING,,,,,-30.11,,,GREEN,NONE,False,,False,
OBS_000145,07:57:00,4320.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.187125,77.703921,95.542,104.5,29.03,104.5,0.0,702.2,110,,719.95,SEC_MTC_MOZ,,MTC,MOZ,32.458,218.458,CRUISING,,,,,-30.54,,,GREEN,NONE,False,,False,
OBS_000146,07:57:30,4350.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.194786,77.704044,96.412,104.5,29.03,104.5,0.0,702.2,110,,710.49,SEC_MTC_MOZ,,MTC,MOZ,31.588,217.588,CRUISING,,,,,-30.97,,,GREEN,NONE,False,,False,
OBS_000147,07:58:00,4380.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.202448,77.704167,97.283,104.5,29.03,104.5,0.0,702.2,110,,700.89,SEC_MTC_MOZ,,MTC,MOZ,30.717,216.717,CRUISING,,,,,-31.41,,,GREEN,NONE,False,,False,
OBS_000148,07:58:30,4410.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.21011,77.70429,98.154,104.5,29.03,104.5,0.0,702.2,110,,691.16,SEC_MTC_MOZ,,MTC,MOZ,29.846,215.846,CRUISING,,,,,-31.84,,,GREEN,NONE,False,,False,
OBS_000149,07:59:00,4440.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.217772,77.704412,99.025,104.5,29.03,104.5,0.0,702.2,110,,681.29,SEC_MTC_MOZ,,MTC,MOZ,28.975,214.975,CRUISING,,,,,-32.28,,,GREEN,NONE,False,,False,
OBS_000150,07:59:30,4470.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.225434,77.704535,99.896,104.5,29.03,104.5,0.0,702.2,110,,671.28,SEC_MTC_MOZ,,MTC,MOZ,28.104,214.104,CRUISING,,,,,-32.71,,,GREEN,NONE,False,,False,
OBS_000151,08:00:00,4500.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.233095,77.704658,100.767,104.5,29.03,104.5,0.0,702.2,110,,661.12,SEC_MTC_MOZ,,MTC,MOZ,27.233,213.233,CRUISING,,,,,-33.15,,,GREEN,NONE,False,,False,
OBS_000152,08:00:30,4530.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.240757,77.704781,101.637,104.5,29.03,104.5,0.0,702.2,110,,650.79,SEC_MTC_MOZ,,MTC,MOZ,26.363,212.363,CRUISING,,,,,-33.58,,,GREEN,NONE,False,,False,
OBS_000153,08:01:00,4560.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.248419,77.704904,102.508,104.5,29.03,104.5,0.0,702.2,110,,640.3,SEC_MTC_MOZ,,MTC,MOZ,25.492,211.492,CRUISING,,,,,-34.02,,,GREEN,NONE,False,,False,
OBS_000154,08:01:30,4590.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.256081,77.705027,103.379,104.5,29.03,104.5,0.0,702.2,110,,629.64,SEC_MTC_MOZ,,MTC,MOZ,24.621,210.621,CRUISING,,,,,-34.45,,,GREEN,NONE,False,,False,
OBS_000155,08:02:00,4620.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.263742,77.70515,104.25,104.5,29.03,104.5,0.0,702.2,110,,618.79,SEC_MTC_MOZ,,MTC,MOZ,23.75,209.75,CRUISING,,,,,-34.89,,,GREEN,NONE,False,,False,
OBS_000156,08:02:30,4650.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.271404,77.705272,105.121,104.5,29.03,104.5,0.0,702.2,110,,607.75,SEC_MTC_MOZ,,MTC,MOZ,22.879,208.879,CRUISING,,,,,-35.32,,,GREEN,NONE,False,,False,
OBS_000157,08:03:00,4680.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.279066,77.705395,105.992,104.5,29.03,104.5,0.0,702.2,110,,596.5,SEC_MTC_MOZ,,MTC,MOZ,22.008,208.008,CRUISING,,,,,-35.76,,,GREEN,NONE,False,,False,
OBS_000158,08:03:30,4710.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.286728,77.705518,106.862,104.5,29.03,104.5,0.0,702.2,110,,585.04,SEC_MTC_MOZ,,MTC,MOZ,21.138,207.138,CRUISING,,,,,-36.19,,,GREEN,NONE,False,,False,
OBS_000159,08:04:00,4740.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.29439,77.705641,107.733,104.5,29.03,104.5,0.0,702.2,110,,573.35,SEC_MTC_MOZ,,MTC,MOZ,20.267,206.267,CRUISING,,,,,-36.62,,,GREEN,NONE,False,,False,
OBS_000160,08:04:30,4770.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.302051,77.705764,108.604,104.5,29.03,104.5,0.0,702.2,110,,561.42,SEC_MTC_MOZ,,MTC,MOZ,19.396,205.396,CRUISING,,,,,-37.06,,,GREEN,NONE,False,,False,
OBS_000161,08:05:00,4800.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.309713,77.705887,109.475,104.5,29.03,104.5,0.0,702.2,110,,549.22,SEC_MTC_MOZ,,MTC,MOZ,18.525,204.525,CRUISING,,,,,-37.49,,,GREEN,NONE,False,,False,
OBS_000162,08:05:30,4830.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.317375,77.70601,110.346,104.5,29.03,104.5,0.0,702.2,110,,536.75,SEC_MTC_MOZ,,MTC,MOZ,17.654,203.654,CRUISING,,,,,-37.93,,,GREEN,NONE,False,,False,
OBS_000163,08:06:00,4860.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.325037,77.706132,111.217,104.5,29.03,104.5,0.0,702.2,110,,523.98,SEC_MTC_MOZ,,MTC,MOZ,16.783,202.783,CRUISING,,,,,-38.36,,,GREEN,NONE,False,,False,
OBS_000164,08:06:30,4890.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.332698,77.706255,112.087,104.5,29.03,104.5,0.0,702.2,110,,510.9,SEC_MTC_MOZ,,MTC,MOZ,15.913,201.913,CRUISING,,,,,-38.8,,,GREEN,NONE,False,,False,
OBS_000165,08:07:00,4920.0,12017,ROUTE_NDLS_DDN_01,SYNTHETIC_SIMULATOR,OK,29.34036,77.706378,112.958,104.5,29.03,104.5,0.0,702.2,110,,497.46,SEC_MTC_MOZ,,MTC,MOZ,15.042,201.042,CRUISING,,,,,-39.23,,,GREEN,NONE,False,,False,
