journey_id,train_id,train_type,timestamp,date,hour,day_of_week,is_weekend,section_id,from_station_id,to_station_id,section_distance_km,scheduled_running_time_min,max_sectional_speed_kmph,entry_speed_kmph,entry_delay_min,previous_section_delay_min,congestion_level,weather_condition,visibility_km,speed_restriction_active,restriction_speed_kmph,unscheduled_halt_active,unscheduled_halt_min,recovery_applied_min,historical_section_median_min,historical_section_p90_min,actual_section_running_time_min,section_delay_delta_min,exit_delay_min,data_source
JRN_20260704_12017,12017,SHATABDI,2026-07-04T07:48:48,2026-07-04,7,5,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,43.98,-11.07,-6.0,LOW,CLEAR,10.0,1,50.0,0,0.0,0.0,46.35,56.25,74.77,29.77,18.7,SYNTHETIC_DATASET
JRN_20260704_12017,12017,SHATABDI,2026-07-04T09:06:34,2026-07-04,9,5,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,82.38,18.7,29.77,LOW,CLEAR,10.0,0,,0,0.0,7.48,53.56,65.0,44.199999999999996,-7.8,10.9,SYNTHETIC_DATASET
JRN_20260704_12017,12017,SHATABDI,2026-07-04T09:53:46,2026-07-04,9,5,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,83.77,10.9,-7.8,LOW,CLEAR,10.0,0,,0,0.0,4.36,32.96,40.0,27.2,-4.8,6.1,SYNTHETIC_DATASET
JRN_20260704_12017,12017,SHATABDI,2026-07-04T10:23:58,2026-07-04,10,5,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,62.14,6.1,-4.8,LOW,CLEAR,10.0,0,,0,0.0,2.44,46.35,56.25,38.25,-6.75,-0.65,SYNTHETIC_DATASET
JRN_20260704_12017,12017,SHATABDI,2026-07-04T11:05:13,2026-07-04,11,5,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,48.97,-0.65,-6.75,LOW,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,57.8,-10.2,-10.85,SYNTHETIC_DATASET
JRN_20260704_12055,12055,SUPERFAST,2026-07-04T15:20:00,2026-07-04,15,5,1,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,88.25,1.19,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-3.01,SYNTHETIC_DATASET
JRN_20260704_12055,12055,SUPERFAST,2026-07-04T15:46:48,2026-07-04,15,5,1,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,42.0,-3.01,-4.2,HIGH,CLEAR,10.0,1,50.0,0,0.0,0.0,41.2,50.0,97.17,57.17,54.16,SYNTHETIC_DATASET
JRN_20260704_12055,12055,SUPERFAST,2026-07-04T17:26:58,2026-07-04,17,5,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,38.63,54.16,57.17,MEDIUM,CLEAR,10.0,1,45.0,0,0.0,0.0,46.35,56.25,101.78,56.78,110.94,SYNTHETIC_DATASET
JRN_20260704_12055,12055,SUPERFAST,2026-07-04T19:11:45,2026-07-04,19,5,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,82.24,110.94,56.78,HIGH,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,60.96,8.96,119.9,SYNTHETIC_DATASET
JRN_20260704_12055,12055,SUPERFAST,2026-07-04T20:15:42,2026-07-04,20,5,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,79.1,119.9,8.96,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.21,-4.79,115.11,SYNTHETIC_DATASET
JRN_20260704_12055,12055,SUPERFAST,2026-07-04T20:45:55,2026-07-04,20,5,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,66.43,115.11,-4.79,HIGH,CLEAR,10.0,0,,1,4.16,0.0,46.35,56.25,58.19,13.19,128.3,SYNTHETIC_DATASET
JRN_20260704_12055,12055,SUPERFAST,2026-07-04T21:47:06,2026-07-04,21,5,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,24.41,128.3,13.19,LOW,CLEAR,10.0,1,30.0,0,0.0,0.0,70.04,85.0,111.98,43.98,172.28,SYNTHETIC_DATASET
JRN_20260704_14041,14041,EXPRESS,2026-07-04T22:25:00,2026-07-04,22,5,1,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,84.26,0.12,0.0,MEDIUM,RAIN,2.16,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-4.08,SYNTHETIC_DATASET
JRN_20260704_14041,14041,EXPRESS,2026-07-04T22:51:48,2026-07-04,22,5,1,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,107.44,-4.08,-4.2,HIGH,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,40.24,0.24,-3.84,SYNTHETIC_DATASET
JRN_20260704_14041,14041,EXPRESS,2026-07-04T23:35:02,2026-07-04,23,5,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,23.25,-3.84,0.24,LOW,CLEAR,10.0,1,30.0,0,0.0,0.0,46.35,56.25,124.33,79.33,75.49,SYNTHETIC_DATASET
JRN_20260704_14041,14041,EXPRESS,2026-07-05T01:42:22,2026-07-04,1,5,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,78.1,75.49,79.33,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,47.87,-4.13,71.36,SYNTHETIC_DATASET
JRN_20260704_14041,14041,EXPRESS,2026-07-05T02:33:14,2026-07-04,2,5,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,83.55,71.36,-4.13,LOW,CLEAR,10.0,0,,0,0.0,8.2,32.96,40.0,27.2,-4.8,66.56,SYNTHETIC_DATASET
JRN_20260704_14041,14041,EXPRESS,2026-07-05T03:03:26,2026-07-04,3,5,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,67.78,66.56,-4.8,LOW,CLEAR,10.0,0,,0,0.0,9.19,46.35,56.25,38.25,-6.75,59.81,SYNTHETIC_DATASET
JRN_20260704_14041,14041,EXPRESS,2026-07-05T03:44:41,2026-07-04,3,5,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,51.25,59.81,-6.75,LOW,CLEAR,10.0,0,,0,0.0,11.05,70.04,85.0,57.8,-10.2,49.61,SYNTHETIC_DATASET
JRN_20260704_14309,14309,PASSENGER,2026-07-04T11:15:00,2026-07-04,11,5,1,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,94.65,0.01,0.0,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-4.19,SYNTHETIC_DATASET
JRN_20260704_14309,14309,PASSENGER,2026-07-04T11:41:48,2026-07-04,11,5,1,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,104.56,-4.19,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-10.19,SYNTHETIC_DATASET
JRN_20260704_14309,14309,PASSENGER,2026-07-04T12:18:48,2026-07-04,12,5,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,97.64,-10.19,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-16.94,SYNTHETIC_DATASET
JRN_20260704_14309,14309,PASSENGER,2026-07-04T13:00:03,2026-07-04,13,5,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,75.77,-16.94,-6.75,LOW,RAIN,2.5,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-24.74,SYNTHETIC_DATASET
JRN_20260704_14309,14309,PASSENGER,2026-07-04T13:47:15,2026-07-04,13,5,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,83.17,-24.74,-7.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-29.54,SYNTHETIC_DATASET
JRN_20260704_14309,14309,PASSENGER,2026-07-04T14:17:27,2026-07-04,14,5,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,55.97,-29.54,-4.8,MEDIUM,RAIN,3.3,0,,0,0.0,0.0,46.35,56.25,48.37,3.37,-26.17,SYNTHETIC_DATASET
JRN_20260704_14309,14309,PASSENGER,2026-07-04T15:08:49,2026-07-04,15,5,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,48.08,-26.17,3.37,LOW,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,57.8,-10.2,-36.37,SYNTHETIC_DATASET
JRN_20260705_12017,12017,SHATABDI,2026-07-05T06:45:00,2026-07-05,6,6,1,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,92.84,7.06,0.0,LOW,CLEAR,10.0,0,,0,0.0,2.82,28.84,35.0,23.8,-4.2,2.86,SYNTHETIC_DATASET
JRN_20260705_12017,12017,SHATABDI,2026-07-05T07:11:48,2026-07-05,7,6,1,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,105.7,2.86,-4.2,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-3.14,SYNTHETIC_DATASET
JRN_20260705_12017,12017,SHATABDI,2026-07-05T07:48:48,2026-07-05,7,6,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,96.23,-3.14,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-9.89,SYNTHETIC_DATASET
JRN_20260705_12017,12017,SHATABDI,2026-07-05T08:30:03,2026-07-05,8,6,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,83.45,-9.89,-6.75,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,47.82,-4.18,-14.07,SYNTHETIC_DATASET
JRN_20260705_12017,12017,SHATABDI,2026-07-05T09:20:52,2026-07-05,9,6,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,79.03,-14.07,-4.18,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-18.87,SYNTHETIC_DATASET
JRN_20260705_12017,12017,SHATABDI,2026-07-05T09:51:04,2026-07-05,9,6,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,71.22,-18.87,-4.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-25.62,SYNTHETIC_DATASET
JRN_20260705_12017,12017,SHATABDI,2026-07-05T10:32:19,2026-07-05,10,6,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,50.83,-25.62,-6.75,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,69.15,1.15,-24.47,SYNTHETIC_DATASET
JRN_20260705_12055,12055,SUPERFAST,2026-07-05T15:20:00,2026-07-05,15,6,1,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,85.89,-0.34,0.0,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-4.54,SYNTHETIC_DATASET
JRN_20260705_12055,12055,SUPERFAST,2026-07-05T15:46:48,2026-07-05,15,6,1,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,96.23,-4.54,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-10.54,SYNTHETIC_DATASET
JRN_20260705_12055,12055,SUPERFAST,2026-07-05T16:23:48,2026-07-05,16,6,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,91.7,-10.54,-6.0,HIGH,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,51.4,6.4,-4.14,SYNTHETIC_DATASET
JRN_20260705_12055,12055,SUPERFAST,2026-07-05T17:18:12,2026-07-05,17,6,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,82.1,-4.14,6.4,LOW,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-11.94,SYNTHETIC_DATASET
JRN_20260705_12055,12055,SUPERFAST,2026-07-05T18:05:24,2026-07-05,18,6,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,89.99,-11.94,-7.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-16.74,SYNTHETIC_DATASET
JRN_20260705_12055,12055,SUPERFAST,2026-07-05T18:35:36,2026-07-05,18,6,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,67.16,-16.74,-4.8,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,42.17,-2.83,-19.57,SYNTHETIC_DATASET
JRN_20260705_12055,12055,SUPERFAST,2026-07-05T19:20:46,2026-07-05,19,6,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,47.79,-19.57,-2.83,HIGH,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,87.68,19.68,0.11,SYNTHETIC_DATASET
JRN_20260705_14041,14041,EXPRESS,2026-07-05T22:25:00,2026-07-05,22,6,1,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,94.01,-1.87,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-6.07,SYNTHETIC_DATASET
JRN_20260705_14041,14041,EXPRESS,2026-07-05T22:51:48,2026-07-05,22,6,1,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,95.37,-6.07,-4.2,LOW,RAIN,3.51,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-12.07,SYNTHETIC_DATASET
JRN_20260705_14041,14041,EXPRESS,2026-07-05T23:28:48,2026-07-05,23,6,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,90.24,-12.07,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-18.82,SYNTHETIC_DATASET
JRN_20260705_14041,14041,EXPRESS,2026-07-06T00:10:03,2026-07-05,0,6,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,85.27,-18.82,-6.75,LOW,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-26.62,SYNTHETIC_DATASET
JRN_20260705_14041,14041,EXPRESS,2026-07-06T00:57:15,2026-07-05,0,6,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,80.77,-26.62,-7.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-31.42,SYNTHETIC_DATASET
JRN_20260705_14041,14041,EXPRESS,2026-07-06T01:27:27,2026-07-05,1,6,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,64.77,-31.42,-4.8,LOW,RAIN,2.21,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-38.17,SYNTHETIC_DATASET
JRN_20260705_14041,14041,EXPRESS,2026-07-06T02:08:42,2026-07-05,2,6,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,38.93,-38.17,-6.75,LOW,CLEAR,10.0,1,50.0,0,0.0,0.0,70.04,85.0,68.21,0.21,-37.96,SYNTHETIC_DATASET
JRN_20260705_14309,14309,PASSENGER,2026-07-05T11:15:00,2026-07-05,11,6,1,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,94.27,1.96,0.0,HIGH,CLEAR,10.0,0,,1,6.12,0.0,28.84,35.0,29.97,1.97,3.93,SYNTHETIC_DATASET
JRN_20260705_14309,14309,PASSENGER,2026-07-05T11:47:58,2026-07-05,11,6,1,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,102.87,3.93,1.97,HIGH,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,39.81,-0.19,3.74,SYNTHETIC_DATASET
JRN_20260705_14309,14309,PASSENGER,2026-07-05T12:30:46,2026-07-05,12,6,1,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,97.5,3.74,-0.19,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,41.42,-3.58,0.16,SYNTHETIC_DATASET
JRN_20260705_14309,14309,PASSENGER,2026-07-05T13:15:12,2026-07-05,13,6,1,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,89.26,0.16,-3.58,LOW,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-7.64,SYNTHETIC_DATASET
JRN_20260705_14309,14309,PASSENGER,2026-07-05T14:02:24,2026-07-05,14,6,1,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,89.99,-7.64,-7.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.2,-4.8,-12.44,SYNTHETIC_DATASET
JRN_20260705_14309,14309,PASSENGER,2026-07-05T14:32:36,2026-07-05,14,6,1,SEC_RK_HW,RK,HW,42.0,45.0,80.0,64.4,-12.44,-4.8,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-19.19,SYNTHETIC_DATASET
JRN_20260705_14309,14309,PASSENGER,2026-07-05T15:13:51,2026-07-05,15,6,1,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,44.82,-19.19,-6.75,LOW,CLEAR,10.0,1,50.0,0,0.0,0.0,70.04,85.0,67.9,-0.1,-19.29,SYNTHETIC_DATASET
JRN_20260706_12017,12017,SHATABDI,2026-07-06T06:45:00,2026-07-06,6,0,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,96.06,0.24,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-3.96,SYNTHETIC_DATASET
JRN_20260706_12017,12017,SHATABDI,2026-07-06T07:11:48,2026-07-06,7,0,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,94.02,-3.96,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-9.96,SYNTHETIC_DATASET
JRN_20260706_12017,12017,SHATABDI,2026-07-06T07:48:48,2026-07-06,7,0,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,35.22,-9.96,-6.0,MEDIUM,CLEAR,10.0,1,45.0,1,5.65,0.0,46.35,56.25,107.24,62.24,52.28,SYNTHETIC_DATASET
JRN_20260706_12017,12017,SHATABDI,2026-07-06T09:39:02,2026-07-06,9,0,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,81.44,52.28,62.24,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,47.75,-4.25,48.03,SYNTHETIC_DATASET
JRN_20260706_12017,12017,SHATABDI,2026-07-06T10:29:47,2026-07-06,10,0,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,89.25,48.03,-4.25,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,28.06,-3.94,44.09,SYNTHETIC_DATASET
JRN_20260706_12017,12017,SHATABDI,2026-07-06T11:00:51,2026-07-06,11,0,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,69.34,44.09,-3.94,LOW,CLEAR,10.0,0,,0,0.0,12.25,46.35,56.25,38.25,-6.75,37.34,SYNTHETIC_DATASET
JRN_20260706_12017,12017,SHATABDI,2026-07-06T11:42:06,2026-07-06,11,0,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,52.75,37.34,-6.75,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,68.93,0.93,38.27,SYNTHETIC_DATASET
JRN_20260706_12055,12055,SUPERFAST,2026-07-06T15:20:00,2026-07-06,15,0,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,89.81,-1.21,0.0,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-5.41,SYNTHETIC_DATASET
JRN_20260706_12055,12055,SUPERFAST,2026-07-06T15:46:48,2026-07-06,15,0,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,101.84,-5.41,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-11.41,SYNTHETIC_DATASET
JRN_20260706_12055,12055,SUPERFAST,2026-07-06T16:23:48,2026-07-06,16,0,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,94.56,-11.41,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-18.16,SYNTHETIC_DATASET
JRN_20260706_12055,12055,SUPERFAST,2026-07-06T17:05:03,2026-07-06,17,0,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,24.95,-18.16,-6.75,LOW,CLEAR,10.0,1,30.0,0,0.0,0.0,53.56,65.0,131.97,79.97,61.81,SYNTHETIC_DATASET
JRN_20260706_12055,12055,SUPERFAST,2026-07-06T19:20:01,2026-07-06,19,0,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,89.27,61.81,79.97,HIGH,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,35.73,3.73,65.54,SYNTHETIC_DATASET
JRN_20260706_12055,12055,SUPERFAST,2026-07-06T19:58:45,2026-07-06,19,0,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,62.27,65.54,3.73,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,42.19,-2.81,62.73,SYNTHETIC_DATASET
JRN_20260706_12055,12055,SUPERFAST,2026-07-06T20:43:56,2026-07-06,20,0,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,47.55,62.73,-2.81,LOW,RAIN,3.11,0,,0,0.0,0.0,70.04,85.0,63.0,-5.0,57.73,SYNTHETIC_DATASET
JRN_20260706_14041,14041,EXPRESS,2026-07-06T22:25:00,2026-07-06,22,0,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,86.97,5.79,0.0,LOW,CLEAR,10.0,0,,0,0.0,2.32,28.84,35.0,23.8,-4.2,1.59,SYNTHETIC_DATASET
JRN_20260706_14041,14041,EXPRESS,2026-07-06T22:51:48,2026-07-06,22,0,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,92.15,1.59,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-4.41,SYNTHETIC_DATASET
JRN_20260706_14041,14041,EXPRESS,2026-07-06T23:28:48,2026-07-06,23,0,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,85.17,-4.41,-6.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-11.16,SYNTHETIC_DATASET
JRN_20260706_14041,14041,EXPRESS,2026-07-07T00:10:03,2026-07-06,0,0,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,88.66,-11.16,-6.75,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,47.65,-4.35,-15.51,SYNTHETIC_DATASET
JRN_20260706_14041,14041,EXPRESS,2026-07-07T01:00:42,2026-07-06,1,0,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,78.86,-15.51,-4.35,HIGH,CLEAR,10.0,0,,1,4.51,0.0,32.96,40.0,39.58,7.58,-7.93,SYNTHETIC_DATASET
JRN_20260706_14041,14041,EXPRESS,2026-07-07T01:43:16,2026-07-06,1,0,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,63.08,-7.93,7.58,HIGH,CLEAR,10.0,0,,0,0.0,0.0,46.35,56.25,54.15,9.15,1.22,SYNTHETIC_DATASET
JRN_20260706_14041,14041,EXPRESS,2026-07-07T02:40:25,2026-07-06,2,0,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,49.76,1.22,9.15,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,70.04,85.0,69.24,1.24,2.46,SYNTHETIC_DATASET
JRN_20260706_14309,14309,PASSENGER,2026-07-06T11:15:00,2026-07-06,11,0,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,81.86,3.5,0.0,LOW,RAIN,4.35,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-0.7,SYNTHETIC_DATASET
JRN_20260706_14309,14309,PASSENGER,2026-07-06T11:41:48,2026-07-06,11,0,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,89.77,-0.7,-4.2,LOW,RAIN,3.44,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-6.7,SYNTHETIC_DATASET
JRN_20260706_14309,14309,PASSENGER,2026-07-06T12:18:48,2026-07-06,12,0,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,37.98,-6.7,-6.0,MEDIUM,CLEAR,10.0,1,45.0,0,0.0,0.0,46.35,56.25,101.11,56.11,49.41,SYNTHETIC_DATASET
JRN_20260706_14309,14309,PASSENGER,2026-07-06T14:02:54,2026-07-06,14,0,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,83.32,49.41,56.11,LOW,CLEAR,10.0,0,,0,0.0,9.16,53.56,65.0,44.199999999999996,-7.8,41.61,SYNTHETIC_DATASET
JRN_20260706_14309,14309,PASSENGER,2026-07-06T14:50:06,2026-07-06,14,0,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,88.18,41.61,-7.8,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,28.03,-3.97,37.64,SYNTHETIC_DATASET
JRN_20260706_14309,14309,PASSENGER,2026-07-06T15:21:08,2026-07-06,15,0,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,65.51,37.64,-3.97,LOW,CLEAR,10.0,0,,0,0.0,7.35,46.35,56.25,38.25,-6.75,30.89,SYNTHETIC_DATASET
JRN_20260706_14309,14309,PASSENGER,2026-07-06T16:02:23,2026-07-06,16,0,0,SEC_HW_DDN,HW,DDN,51.0,68.0,60.0,49.74,30.89,-6.75,LOW,CLEAR,10.0,0,,0,0.0,8.84,70.04,85.0,57.8,-10.2,20.69,SYNTHETIC_DATASET
JRN_20260707_12017,12017,SHATABDI,2026-07-07T06:45:00,2026-07-07,6,1,0,SEC_NDLS_GZB,NDLS,GZB,25.0,28.0,110.0,85.04,0.45,0.0,LOW,CLEAR,10.0,0,,0,0.0,0.0,28.84,35.0,23.8,-4.2,-3.75,SYNTHETIC_DATASET
JRN_20260707_12017,12017,SHATABDI,2026-07-07T07:11:48,2026-07-07,7,1,0,SEC_GZB_MTC,GZB,MTC,47.0,40.0,120.0,98.65,-3.75,-4.2,LOW,CLEAR,10.0,0,,0,0.0,0.0,41.2,50.0,34.0,-6.0,-9.75,SYNTHETIC_DATASET
JRN_20260707_12017,12017,SHATABDI,2026-07-07T07:48:48,2026-07-07,7,1,0,SEC_MTC_MOZ,MTC,MOZ,56.0,45.0,110.0,82.52,-9.75,-6.0,LOW,RAIN,2.86,0,,0,0.0,0.0,46.35,56.25,38.25,-6.75,-16.5,SYNTHETIC_DATASET
JRN_20260707_12017,12017,SHATABDI,2026-07-07T08:30:03,2026-07-07,8,1,0,SEC_MOZ_SRE,MOZ,SRE,59.0,52.0,100.0,80.26,-16.5,-6.75,LOW,CLEAR,10.0,0,,0,0.0,0.0,53.56,65.0,44.199999999999996,-7.8,-24.3,SYNTHETIC_DATASET
JRN_20260707_12017,12017,SHATABDI,2026-07-07T09:17:15,2026-07-07,9,1,0,SEC_SRE_RK,SRE,RK,34.0,32.0,100.0,84.89,-24.3,-7.8,MEDIUM,CLEAR,10.0,0,,0,0.0,0.0,32.96,40.0,27.36,-4.64,-28.94,SYNTHETIC_DATASET
JRN_20260707_12017,12017,SHATABDI,2026-07-07T09:47:36,2026-07-07,9,1,0,SEC_RK_HW,RK,HW,42.0,45.0,80.0,69.43,-28.94,-4.64,LOW,CLEAR,10.0,0,,1,4.73,0.0,46.35,56.25,39.16,-5.84,-34.78,SYNTHETIC_DATASET
